sentence,label
"계약의 종료 시점은 사전에 정해진 기한에 따르며, 연장이 필요한 경우 협의 후 진행된다.",0
을은 계약의 이행을 위해 관련 법률 및 규정을 준수해야 한다.,0
"본 계약의 변경이 필요한 경우, 양 당사자는 상호 협의를 거쳐 수정할 수 있다.",0
본 계약의 조항과 관련된 사항은 대한민국 법률을 따른다.,0
계약과 관련된 비용 부담은 사전에 정해진 조건에 따라 처리된다.,0
을은 갑의 사전 승인 없이 계약 관련 자료를 수정하거나 변경할 수 없다.,1
갑은 을의 납품 지연에 대해 사전 협의 없이 임의로 위약금을 부과할 수 있다.,1
을은 계약 체결 후 갑의 동의 없이 계약 조건을 변경할 수 없다.,1
"갑은 을의 영업 기밀을 자유롭게 열람할 수 있으며, 을은 이에 대해 거부할 수 없다.",1
을은 본 계약 체결 후 갑의 승인이 없는 한 동일 제품을 타사에 공급할 수 없다.,1
을은 본 계약을 체결한 후 갑의 추가 요구 사항이 있더라도 이의를 제기할 수 없다.,1
"갑은 을의 제품이 판매 부진할 경우, 사전 통보 없이 납품 수량을 조정할 수 있다.",1
"을은 갑이 정한 기준을 따르지 않을 경우, 즉시 계약이 해지되며 이에 대해 손해배상을 지급해야 한다.",1
"본 계약이 해지될 경우, 을은 갑의 손실을 보전하기 위해 추가 비용을 부담해야 한다.",1
"갑은 을의 납품 지연에 대한 책임을 면제할 수 있는 권리를 가지며, 을은 이에 대해 항의할 수 없다.",1
계약 체결 후 일정 기간 내에 양측이 상호 협의하여 주요 사항을 조정할 수 있다.,0
본 계약의 조건 변경은 당사자 간 서면 합의에 따라 이루어진다.,0
"을은 정해진 기한 내에 납품을 완료해야 하며, 불가피한 경우 사전 협의 후 조정할 수 있다.",0
"계약 당사자는 본 계약의 내용을 준수하고, 필요 시 상호 협조해야 한다.",0
"갑은 을의 납품 조건을 변경할 경우, 을과 협의하여 적절한 절차를 따르도록 한다.",0
을은 계약 이행 과정에서 발생하는 문제에 대해 갑과 협력하여 해결한다.,0
계약과 관련된 모든 법적 책임은 계약 당사자 간 합의된 조항에 따른다.,0
"계약 해지 시, 각 당사자는 서면 통보를 통해 상대방에게 이를 알린다.",0
"을은 갑의 요청이 있을 경우, 합당한 범위 내에서 추가 협의를 진행할 수 있다.",0
"본 계약과 관련된 조항의 해석에 대한 이견이 발생할 경우, 양 당사자는 협의를 통해 해결한다.",0
"을은 갑의 요구에 따라 가격을 인하해야 하며, 이에 대한 보상을 요구할 수 없다.",1
"갑은 필요에 따라 을의 제품을 무제한으로 반품할 수 있으며, 이에 대한 별도의 합의는 필요하지 않다.",1
"을은 계약 체결 후 발생하는 모든 추가 비용을 단독으로 부담해야 하며, 갑은 이에 대한 책임이 없다.",1
"본 계약의 조건은 갑의 정책 변경에 따라 자동으로 조정되며, 을은 이에 대해 이의를 제기할 수 없다.",1
"갑은 을의 제품을 자유롭게 변경하여 판매할 수 있으며, 을은 이에 대한 권리를 주장할 수 없다.",1
"을은 계약이 종료된 이후에도 갑이 요구하는 경우, 동일한 조건으로 제품을 공급해야 한다.",1
"갑은 필요 시 을의 영업 기밀을 열람할 수 있으며, 을은 이에 대해 거부할 수 없다.",1
"을은 계약 이행 중 발생하는 모든 법적 문제를 단독으로 해결해야 하며, 갑은 어떠한 책임도 지지 않는다.",1
"본 계약에 따라 갑은 을의 생산 시설 및 운영 방식을 자유롭게 점검할 수 있으며, 을은 이에 협조해야 한다.",1
을은 계약과 관계없이 갑이 요청하는 모든 프로모션 비용을 부담해야 한다.,1
계약 당사자는 서로의 권리와 의무를 성실히 이행해야 한다.,0
본 계약의 모든 조건은 서면 합의를 통해 변경될 수 있다.,0
"을은 갑의 요청에 따라 상품의 품질을 유지하고, 품질 기준을 준수해야 한다.",0
"본 계약의 종료 시, 양측은 상호 협의를 통해 정산 절차를 진행해야 한다.",0
계약과 관련된 사항은 양 당사자가 상호 협력하여 해결해야 한다.,0
"계약 해지 시, 각 당사자는 상대방에게 서면으로 이를 통보해야 한다.",0
을은 계약 이행 과정에서 발생하는 문제를 갑에게 즉시 보고하고 협의해야 한다.,0
"본 계약의 주요 조항은 법적 효력을 가지며, 모든 당사자는 이를 준수해야 한다.",0
갑은 을의 생산 및 납품 일정에 대해 사전 협의를 거쳐 조정할 수 있다.,0
본 계약에서 명시되지 않은 사항은 관련 법률 및 상관례에 따른다.,0
"을은 갑의 지시에 따라 모든 거래 내역을 공유해야 하며, 이에 대한 이의를 제기할 수 없다.",1
갑은 을의 동의 없이 본 계약의 내용을 제3자와 공유할 수 있다.,1
"을은 갑이 지정하는 방식으로만 제품을 제조해야 하며, 다른 방식은 허용되지 않는다.",1
"본 계약의 모든 권리는 갑에게 있으며, 을은 계약 종료 후에도 이를 준수해야 한다.",1
"갑은 을의 납품 가격을 임의로 조정할 수 있으며, 을은 이에 대해 항의할 수 없다.",1
"을은 계약 이행 중 발생하는 모든 손실을 단독으로 부담해야 하며, 갑은 이에 대해 책임을 지지 않는다.",1
"갑은 을이 제공한 기술과 제품을 자유롭게 개조 및 변형할 수 있으며, 이에 대한 제한은 없다.",1
"을은 갑이 요구하는 모든 행정 절차를 자체적으로 해결해야 하며, 갑은 이를 지원할 의무가 없다.",1
"갑은 계약과 관계없이 을의 브랜드를 자유롭게 사용할 수 있으며, 을은 이를 제한할 수 없다.",1
"을은 계약 기간 동안 갑의 매장 내에서만 제품을 판매해야 하며, 타사와의 거래는 금지된다.",1
계약 당사자는 상호 협의하에 계약 조건을 변경할 수 있다.,0
"본 계약의 각 조항은 관련 법률을 준수하며, 위반 시 법적 절차에 따른다.",0
을은 계약된 품질 기준을 유지하기 위해 노력해야 한다.,0
계약 당사자는 계약의 이행 과정에서 발생하는 문제를 해결하기 위해 상호 협조해야 한다.,0
본 계약의 효력은 양 당사자가 서명한 날부터 발생한다.,0
"을은 갑의 요청에 따라 추가적인 자료를 제공할 수 있으나, 이에 대한 비용은 별도 협의한다.",0
본 계약의 조건은 계약 당사자 간 협의를 통해 변경될 수 있다.,0
"계약 해지 시, 당사자는 상대방에게 충분한 기간 내에 이를 통보해야 한다.",0
계약의 종료 후에도 기밀 유지 조항은 일정 기간 동안 유지된다.,0
본 계약에 명시되지 않은 사항은 대한민국의 관련 법령을 따른다.,0
"을은 갑의 요구에 따라 제품의 사양을 변경해야 하며, 이에 대한 추가 비용을 청구할 수 없다.",1
갑은 계약과 관계없이 을의 제품을 자유롭게 재판매하거나 수정할 수 있다.,1
"을은 갑의 요청이 있을 경우, 기존 계약과 무관하게 신제품 개발을 무상으로 진행해야 한다.",1
본 계약에 따른 모든 마케팅 및 홍보 비용은 을이 단독으로 부담해야 한다.,1
을은 계약 기간 동안 갑이 요청하는 프로모션에 강제적으로 참여해야 한다.,1
"갑은 을의 동의 없이 판매량을 조정할 수 있으며, 이에 대한 손해배상 책임은 을이 진다.",1
"을은 갑의 정책에 따라 언제든지 계약 조건을 변경해야 하며, 이에 대한 협의 절차는 필요하지 않다.",1
"본 계약과 관련하여 발생하는 모든 비용 부담은 을에게 있으며, 갑은 어떠한 경우에도 비용을 부담하지 않는다.",1
"갑은 필요에 따라 을의 생산 시설을 방문하여 운영 방식에 개입할 수 있으며, 을은 이에 협조해야 한다.",1
"을은 본 계약 종료 후에도 일정 기간 동안 동일한 조건으로 제품을 공급해야 하며, 이에 대한 대가는 협의 대상이 아니다.",1
계약 당사자는 계약의 이행을 위해 필요한 사항을 서면으로 기록하고 유지해야 한다.,0
"본 계약의 조항 중 일부가 무효화될 경우, 나머지 조항은 계속해서 유효하다.",0
"을은 제품의 품질을 유지하기 위해 노력하며, 품질 저하 시 즉시 갑에게 통보해야 한다.",0
"계약 해지 시, 각 당사자는 상대방에게 해지 사유를 명확히 설명하고 협의 절차를 진행해야 한다.",0
본 계약과 관련하여 발생하는 모든 법적 문제는 대한민국 법률에 따라 해결된다.,0
"을은 계약 기간 동안 정해진 품질 기준을 준수해야 하며, 이에 대한 정기적인 검토가 이루어질 수 있다.",0
"계약 당사자는 상호 협의하에 계약을 갱신할 수 있으며, 갱신 조건은 별도의 합의에 따른다.",0
본 계약의 모든 내용은 계약 당사자 간의 서면 동의를 통해서만 변경될 수 있다.,0
"을은 갑의 요청에 따라 추가적인 지원을 제공할 수 있으며, 이에 대한 대가는 협의를 통해 결정된다.",0
계약의 종료 후에도 당사자는 일정 기간 동안 기밀 유지 의무를 이행해야 한다.,0
"을은 갑의 사전 승인 없이 계약 종료를 요청할 수 없으며, 계약 연장은 자동으로 이루어진다.",1
"본 계약에 따라 을은 갑이 요청하는 모든 조건을 즉시 이행해야 하며, 이에 대한 협의는 불가능하다.",1
"갑은 을의 제품 판매 수익을 자유롭게 조정할 수 있으며, 이에 대한 을의 동의는 필요하지 않다.",1
"을은 계약 기간 동안 다른 유통업체와 거래할 수 없으며, 위반 시 막대한 벌금을 부담해야 한다.",1
"본 계약이 종료되더라도, 을은 기존 계약 조건을 유지하며 일정 기간 동안 추가적인 납품을 보장해야 한다.",1
을은 갑의 마케팅 및 판촉 활동을 위한 모든 비용을 전적으로 부담해야 한다.,1
"갑은 을의 동의 없이 가격을 일방적으로 변경할 수 있으며, 을은 이에 따라야 한다.",1
"본 계약과 관련하여 발생하는 모든 책임은 을이 단독으로 부담하며, 갑은 어떠한 경우에도 책임을 지지 않는다.",1
"갑은 을의 영업 활동을 제한할 수 있으며, 을은 이에 대한 이의를 제기할 수 없다.",1
을은 계약 종료 후에도 일정 기간 동안 갑의 요구에 따라 동일한 가격으로 제품을 공급해야 한다.,1
"계약 당사자는 계약의 내용을 성실히 준수하며, 상호 협력하여 이행해야 한다.",0
"본 계약의 조건은 양 당사자의 동의 하에 변경될 수 있으며, 변경 사항은 서면으로 작성된다.",0
"을은 계약 기간 동안 정해진 납품 일정을 준수해야 하며, 불가피한 사유 발생 시 사전 협의를 진행해야 한다.",0
"계약 해지 시, 양측은 일정 기간 동안 정산 절차를 거쳐야 한다.",0
을은 갑의 요청에 따라 합리적인 범위 내에서 제품의 개선을 검토할 수 있다.,0
"본 계약의 유효 기간은 계약서에 명시된 날짜부터 시작되며, 계약 연장은 상호 협의 후 진행된다.",0
계약 당사자는 본 계약과 관련하여 발생하는 문제를 해결하기 위해 상호 협의해야 한다.,0
"갑은 을에게 계약 조건에 대한 충분한 정보를 제공해야 하며, 계약 사항은 쌍방 합의하에 결정된다.",0
"을은 계약과 관련된 기밀 정보를 보호해야 하며, 갑 역시 동일한 의무를 가진다.",0
본 계약에서 정하지 않은 사항은 관련 법령 및 상거래 관행에 따른다.,0
"을은 갑의 요구가 있을 경우, 정해진 기한과 관계없이 즉시 추가 물량을 공급해야 한다.",1
"갑은 계약 종료 이후에도 을의 제품을 자유롭게 판매할 수 있으며, 을은 이에 대해 이의를 제기할 수 없다.",1
"을은 갑이 지정하는 가격으로만 제품을 공급해야 하며, 어떠한 경우에도 가격 조정을 요구할 수 없다.",1
"본 계약에 따라 을은 갑의 매출이 감소할 경우, 손실 보전을 위한 추가 비용을 부담해야 한다.",1
"갑은 을의 생산 방식과 원가 내역을 요구할 수 있으며, 을은 이에 대해 거부할 수 없다.",1
을은 계약 기간 중 갑의 승인이 없는 한 다른 유통업체와 협력할 수 없다.,1
"본 계약 체결 후 을은 갑이 지정한 조건을 따라야 하며, 이에 대한 협상 권한은 없다.",1
"을은 계약이 종료되더라도 갑의 요구가 있을 경우, 동일한 조건으로 계속 납품해야 한다.",1
"갑은 을의 영업 기밀을 자유롭게 활용할 수 있으며, 을은 이에 대한 법적 대응을 할 수 없다.",1
을은 갑의 요청에 따라 정해진 기한과 관계없이 연장된 납품 일정을 따를 의무가 있다.,1
계약 당사자는 본 계약의 조건을 상호 협의하여 조정할 수 있다.,0
"을은 계약된 일정에 따라 제품을 납품하며, 일정 변경이 필요할 경우 사전에 협의해야 한다.",0
"본 계약의 유효 기간은 계약서에 명시된 날짜부터 적용되며, 연장은 협의를 통해 결정된다.",0
"을은 갑의 요청이 있을 경우, 합당한 범위 내에서 납품 조건을 조정할 수 있다.",0
계약 당사자는 계약의 이행 과정에서 발생하는 문제를 상호 협력하여 해결해야 한다.,0
"본 계약과 관련된 모든 법적 분쟁은 양 당사자의 협의를 우선으로 하며, 합의가 이루어지지 않을 경우 법적 절차를 따른다.",0
"을은 계약서에 명시된 품질 기준을 준수해야 하며, 품질 문제가 발생할 경우 즉시 시정 조치를 취해야 한다.",0
"계약 해지 시, 양 당사자는 충분한 협의 후 종료 절차를 진행해야 한다.",0
본 계약의 주요 사항은 서면 합의에 따라 변경될 수 있다.,0
갑은 을의 정당한 사유 없이 계약 조건을 일방적으로 변경할 수 없다.,0
"을은 갑의 요청에 따라 납품 수량을 즉시 조정해야 하며, 이에 대한 추가 비용은 청구할 수 없다.",1
"갑은 을의 생산 일정과 관계없이 언제든지 추가 주문을 요구할 수 있으며, 을은 이를 즉시 이행해야 한다.",1
"을은 계약 기간 동안 갑이 원하는 방식으로 제품을 생산해야 하며, 자체적인 조정 권한은 없다.",1
"본 계약이 종료되더라도 을은 갑이 요청하는 경우, 기존 조건을 그대로 유지하여 제품을 공급해야 한다.",1
"갑은 을의 납품 일정과 관계없이 긴급 주문을 요청할 수 있으며, 을은 이를 최우선으로 처리해야 한다.",1
을은 갑의 판매 전략에 따라 제품 가격을 자유롭게 조정할 수 있도록 허용해야 한다.,1
본 계약에서 을은 갑의 브랜드 홍보를 위한 모든 비용을 전적으로 부담해야 한다.,1
"갑은 을의 동의 없이 계약 조건을 변경할 수 있으며, 을은 이를 따라야 한다.",1
"을은 본 계약과 관련하여 발생하는 모든 행정 절차를 자체적으로 해결해야 하며, 갑은 이에 대해 책임지지 않는다.",1
"갑은 을의 유통 경로를 제한할 수 있으며, 을은 이에 대해 이의를 제기할 수 없다.",1
"을은 납품 전에 제품의 품질 검사를 수행해야 하며, 품질 기준을 준수해야 한다.",0
"계약과 관련된 법적 분쟁이 발생할 경우, 양측은 우선적으로 협의를 통해 해결하도록 한다.",0
갑은 을의 정당한 사유 없이 납품 일정을 일방적으로 변경할 수 없다.,0
"본 계약의 종료 시, 양 당사자는 계약 조건에 따른 정산 절차를 거쳐야 한다.",0
"을은 갑의 요청이 있을 경우, 합당한 범위 내에서 제품 개선을 검토할 수 있다.",0
"본 계약은 계약서에 명시된 기한 동안 유효하며, 연장은 양측의 동의 하에 이루어진다.",0
"계약 당사자는 본 계약을 성실히 이행하고, 상호 협력하여 문제를 해결해야 한다.",0
본 계약의 주요 내용은 서면 합의를 통해서만 변경될 수 있다.,0
을은 계약 조건에 따라 일정 기간 동안 기밀 유지 의무를 준수해야 한다.,0
"을은 갑의 요청에 따라 계약서에 명시되지 않은 추가 서비스를 제공해야 하며, 이에 대한 비용 청구는 불가능하다.",1
"본 계약 체결 후, 을은 갑이 지정하는 모든 마케팅 및 판촉 활동에 무조건적으로 참여해야 한다.",1
"갑은 을의 납품 일정과 관계없이 언제든지 주문을 조정할 수 있으며, 을은 이를 즉각 반영해야 한다.",1
"을은 갑의 매출 증대를 위해 필요한 모든 비용을 부담해야 하며, 이에 대한 협의는 불가능하다.",1
"본 계약의 모든 해석 권한은 갑에게 있으며, 을은 이에 대해 이의를 제기할 수 없다.",1
"을은 계약 기간 동안 경쟁 업체에 유사한 제품을 공급할 수 없으며, 이를 위반할 경우 갑이 정한 손해배상을 즉시 지급해야 한다.",1
"갑은 을의 생산량을 임의로 조정할 수 있으며, 이에 대한 을의 동의는 필요하지 않다.",1
"을은 계약 종료 후에도 일정 기간 동안 갑의 요청이 있을 경우, 동일한 조건으로 제품을 공급해야 한다.",1
"갑은 을의 판매 가격을 일방적으로 조정할 수 있으며, 을은 이에 대해 항의할 수 없다.",1
"을은 갑이 요청하는 경우, 계약의 범위를 초과하는 업무라도 적극적으로 지원해야 한다.",1
"본 계약은 상호 협의하에 체결되며, 계약 조건의 변경은 쌍방의 동의가 필요하다.",0
계약 당사자는 계약 이행 과정에서 발생하는 문제를 상호 협력하여 해결해야 한다.,0
"본 계약은 계약서에 명시된 기한까지 유효하며, 계약 갱신 여부는 양측의 협의에 따른다.",0
"을은 납품한 제품의 품질 유지에 대한 책임이 있으며, 품질 문제가 발생할 경우 적절한 조치를 취해야 한다.",0
"계약 해지 시, 양측은 사전에 충분한 협의를 거쳐 종료 절차를 진행해야 한다.",0
"본 계약과 관련된 모든 법적 분쟁은 대한민국 법률을 따르며, 합의가 이루어지지 않을 경우 법적 절차에 따른다.",0
"을은 계약 조건에 따라 정해진 가격으로 제품을 공급해야 하며, 가격 조정이 필요할 경우 사전 협의를 진행해야 한다.",0
본 계약에서 정하지 않은 사항은 관련 법령 및 상거래 관행을 따른다.,0
"계약 당사자는 상호 신뢰를 바탕으로 계약을 이행하며, 필요한 경우 협의를 통해 문제를 해결한다.",0
"을은 갑의 요청이 있을 경우, 생산 비용 상승과 관계없이 동일한 가격으로 납품해야 한다.",1
"본 계약에 따라 을은 갑이 지정한 업체에서 원재료를 구매해야 하며, 다른 업체를 이용할 수 없다.",1
"갑은 을의 계약 해지를 거부할 권리를 가지며, 을은 계약이 종료될 때까지 의무를 수행해야 한다.",1
"을은 계약 체결 이후라도 갑의 요구에 따라 납품 일정을 조정해야 하며, 이에 대한 추가 비용을 청구할 수 없다.",1
"본 계약의 모든 조항은 갑의 단독 판단에 따라 변경될 수 있으며, 을은 이에 대해 이의를 제기할 수 없다.",1
"을은 갑이 지정하는 유통 채널을 통해서만 제품을 판매할 수 있으며, 이를 위반할 경우 계약이 즉시 해지된다.",1
"갑은 을의 납품 기한을 임의로 조정할 수 있으며, 을은 이에 무조건 응해야 한다.",1
"을은 갑이 필요하다고 판단하는 경우, 추가 비용 없이 신제품 개발 및 테스트를 진행해야 한다.",1
"본 계약 종료 후에도 을은 일정 기간 동안 동일한 조건으로 제품을 공급해야 하며, 공급 가격 인상을 요구할 수 없다.",1
"갑은 을의 사업 운영에 대한 정보 제공을 요구할 수 있으며, 을은 이에 응해야 한다.",1
"본 계약의 내용은 당사자 간 협의에 의해 조정될 수 있으며, 변경 사항은 서면으로 기록해야 한다.",0
"을은 계약 조건을 성실히 준수하며, 갑의 요청이 있을 경우 협의 후 조정할 수 있다.",0
"계약 해지 시, 양측은 해지 사유를 명확히 설명하고, 상호 합의된 절차를 따라야 한다.",0
을은 갑의 요청에 따라 합당한 범위 내에서 추가적인 협력을 제공할 수 있다.,0
본 계약의 주요 조항은 계약 당사자의 동의 없이 일방적으로 변경될 수 없다.,0
"계약과 관련된 법적 분쟁이 발생할 경우, 양측은 먼저 협의를 통해 해결을 시도해야 한다.",0
"본 계약의 유효 기간은 계약서에 명시된 날짜부터 시작되며, 연장 여부는 협의를 통해 결정된다.",0
계약 종료 후에도 양측은 일정 기간 동안 기밀 유지 의무를 준수해야 한다.,0
"을은 갑의 요청이 있을 경우, 생산 공정을 변경해야 하며, 이에 대한 비용을 청구할 수 없다.",1
"갑은 을의 생산 일정과 관계없이 언제든지 발주량을 변경할 수 있으며, 을은 이를 즉시 반영해야 한다.",1
본 계약이 체결된 이후에도 갑은 을의 납품 단가를 일방적으로 조정할 권리를 가진다.,1
을은 계약 종료 후에도 일정 기간 동안 갑이 요구하는 가격과 조건을 유지해야 한다.,1
"갑은 을의 영업 전략 및 마케팅 자료를 요구할 수 있으며, 을은 이에 무조건 응해야 한다.",1
"을은 계약 이행 중 발생하는 모든 비용을 단독으로 부담해야 하며, 갑은 어떠한 책임도 지지 않는다.",1
"갑은 을이 제조한 제품의 디자인을 자유롭게 변경하여 판매할 수 있으며, 을은 이에 대해 이의를 제기할 수 없다.",1
을은 계약의 종료와 관계없이 갑이 필요할 경우 동일한 조건으로 추가적인 납품을 보장해야 한다.,1
"본 계약에 따라 을은 갑이 요청하는 모든 법적 책임을 부담해야 하며, 이에 대한 별도 협의는 필요하지 않다.",1
"갑은 을의 생산 시설을 점검하고, 필요 시 생산 방식을 조정할 수 있으며, 을은 이에 무조건 응해야 한다.",1
"계약 당사자는 계약 조건을 성실히 준수하며, 상호 협력하여 원활한 계약 이행을 보장해야 한다.",0
"본 계약의 조건은 당사자 간 협의를 통해 변경될 수 있으며, 변경 사항은 서면으로 명확히 기록해야 한다.",0
