sentence,label,article
갑은 을에게 서명 또는 기명날인된 계약서를 제공한다,0,6 
갑은 계약 내용 확인 요청에 15일 이내 서면으로 회신한다,0,6 
갑은 계약 관련 서류를 법적 기준에 따라 보관한다,0,6 
갑은 을에게 계약 체결 전에 상품 생산을 시작하도록 요구할 수 있다,1,6 
갑은 을의 동의 없이 계약 변경 사항을 서면 없이 통지할 수 있다,1,6 
갑은 을에게 계약서 없이 비용 발생을 요구할 수 있다,1,6 
갑은 을과 계약 체결 후 서면 없이 계약 조건을 변경할 수 있다,1,6 
갑은 을에게 계약 조건을 서면으로 제공하지 않고 구두로만 전달할 수 있다,1,6 
갑은 계약 종료 후 관련 서류를 즉시 폐기할 수 있다,1,6 
갑은 을의 요청에도 계약 내용을 서면으로 제공하지 않을 수 있다,1,6 
갑은 을과의 계약 내용을 구두로만 진행할 수 있다,1,6 
갑은 을의 요청 없이 계약서를 일방적으로 수정할 수 있다,1,6 
갑은 계약과 관련된 서류를 보존하지 않고 폐기할 수 있다,1,6 
갑은 을과 계약 체결 시 모든 계약 내용을 서면으로 명확히 작성한다,0,6 
갑은 계약 후 을의 동의 하에 계약 조건을 변경한다,0,6 
갑은 계약 체결 즉시 을에게 서면 계약서를 제공한다,0,6 
갑은 을의 요청에 따라 계약 내용을 서면으로 보존한다,0,6 
갑은 계약 종료 후에도 관련 서류를 5년간 보존한다,0,6 
갑은 을과 계약 조건을 서면으로 협의하고 합의 후 진행한다,0,6 
갑은 계약 내용을 서명 또는 기명날인하여 을에게 제공한다,0,6 
갑은 을의 요청에 따라 계약 조건 변경 시 서면으로 통지한다,0,6 
갑은 계약 사항을 법적 기준에 따라 서면으로 보존한다,0,6 
갑은 계약 체결 후 을의 동의 없이 조건을 변경하지 않는다,0,6 
갑은 납품받은 상품의 대금을 계약 조건과 상관없이 감액할 수 있다,1,7 
갑은 상품의 하자가 없는 경우에도 임의로 대금을 감액할 수 있다,1,7 
갑은 상품의 일부만 하자가 있는 경우 전체 상품 대금을 감액할 수 있다,1,7 
갑은 을의 동의 없이 상품의 경미한 오손을 이유로 대금을 감액할 수 있다,1,7 
갑은 감액 사유를 서면으로 통지하지 않고 대금을 즉시 감액할 수 있다,1,7 
갑은 신선농산물의 경우 계약 조건에 관계없이 임의로 대금을 삭감할 수 있다,1,7 
갑은 납품 계약서를 작성하지 않은 상태에서 대금을 감액할 권리를 가진다,1,7 
갑은 감액 기준과 절차를 무시하고 을에게 불리한 대금을 감액할 수 있다,1,7 
갑은 납품 상품의 대금을 상품권으로 지급하거나 현물로 지급할 수 있다,1,7 
갑은 을과 사전 합의 없이 상품의 경미한 하자를 이유로 대금을 감액할 수 있다,1,7 
갑은 을로부터 납품받은 상품의 대금을 계약 조건에 따라 전액 지급한다,0,7 
갑은 상품 하자가 확인된 경우에만 합리적인 기간 내 을과 서면 합의 후 감액한다,0,7 
갑은 신선농산물의 경우 대통령령으로 정한 기간 내에서만 감액을 진행한다,0,7 
갑은 대금 감액이 필요한 경우 을에게 감액 사유를 서면으로 명확히 통지한다,0,7 
갑은 을과 서면으로 사전 합의한 조건에 따라 상품대금을 감액할 수 있다,0,7 
갑은 납품받은 상품이 계약 조건과 일치하는 경우 대금을 감액하지 아니한다,0,7 
갑은 상품 하자가 계약 조건에 따라 입증된 경우에만 감액을 진행한다,0,7 
갑은 감액 절차를 진행할 때 을의 동의를 구한 후 서면으로 합의서를 작성한다,0,7 
갑은 감액 금액 및 사유를 구체적으로 명시하여 을과 협의 후 감액한다,0,7 
갑은 계약 종료 후에도 대금 감액과 관련된 기록을 보존한다,0,7 
갑은 을이 납품한 상품의 포장 상태가 경미하게 훼손되었을 경우에도 대금을 10% 감액할 수 있다.,1,7 
갑은 특정 판촉행사에 참여하지 않은 을의 납품 상품 대금을 행사 종료 후 20% 감액할 수 있다.,1,7 
갑은 판매 부진 상품에 대해서는 사전 통보 없이 납품 대금을 최대 15%까지 감액할 수 있다.,1,7 
갑은 상품 납품 후 30일 이내에 품질 문제가 발생하지 않더라도 임의로 대금을 조정할 수 있다.,1,7 
갑은 을이 요청한 상품 변경 사항을 반영하지 않았다는 이유로 납품 대금을 감액할 수 있다.,1,7 
갑은 일정 기간 동안 판매 실적이 저조한 상품의 대금을 자동으로 감액한다.,1,7 
갑은 재고 과잉으로 인해 납품 대금을 계약 후 임의로 조정할 수 있다.,1,7 
갑은 을이 제출한 서류 미비를 사유로 납품 대금을 일부 감액할 수 있다.,1,7 
갑은 납품 지연이 발생하지 않았더라도 시장 상황 변화로 납품 대금을 감액할 수 있다.,1,7 
갑은 을의 동의 없이 판촉 비용 발생을 이유로 납품 대금을 감액할 수 있다.,1,7 
갑은 을이 납품한 상품에 하자가 없는 경우에도 대금을 계약한 금액대로 지급한다.,0,7 
갑은 납품 상품의 품질 검수 결과 이상이 없는 경우 납품 대금을 전액 지급한다.,0,7 
갑은 을과 사전 서면 합의 없이 상품 대금을 감액하지 않는다.,0,7 
갑은 계약서에 명시된 대로 납품 대금을 정해진 기한 내에 지급한다.,0,7 
갑은 상품 납품 후 별도의 품질 이슈가 없는 한 대금을 변경하지 않는다.,0,7 
갑은 을이 납품한 상품의 하자가 없는 경우 감액 사유 없이 전액 지급한다.,0,7 
갑은 을과의 협의 없이 일방적으로 납품 대금을 조정하지 않는다.,0,7 
갑은 품질 기준을 충족한 상품의 대금을 정해진 기한 내에 지급한다.,0,7 
갑은 을이 납품한 상품이 계약 내용과 다르지 않은 경우 대금을 감액하지 않는다.,0,7 
갑은 납품 계약에서 정한 대금을 을에게 정확히 지급한다.,0,7 
갑은 을이 납품한 상품의 판매 부진을 이유로 상품대금을 감액할 수 있다.,1,7 
갑은 특정 기간 내 판매되지 않은 상품에 대해 을의 동의 없이 대금을 감액한다.,1,7 
갑은 재고 과잉을 이유로 상품대금을 임의로 감액할 수 있다.,1,7 
갑은 을이 제공한 프로모션 지원 미흡을 이유로 상품대금을 감액한다.,1,7 
갑은 매출 목표 미달성 시 납품대금을 자동으로 감액할 수 있다.,1,7 
갑은 판매기간 경과 상품에 대해 을의 동의 없이 대금을 감액한다.,1,7 
갑은 을의 사전 동의 없이 프로모션 실패를 이유로 대금을 감액한다.,1,7 
갑은 물류비 증가를 이유로 을의 동의 없이 상품대금을 감액한다.,1,7 
갑은 갑의 재정상황 악화를 이유로 납품대금을 감액한다.,1,7 
갑은 을이 제공한 상품의 디자인이 시장 트렌드와 다르다는 이유로 대금을 감액한다.,1,7 
"갑은 을이 납품한 상품에 하자가 있을 경우, 합리적 기간 내에 대금을 감액할 수 있다.",0,7 
"갑은 을이 납품한 상품이 계약한 규격과 다를 경우, 서면 합의 후 대금을 감액할 수 있다.",0,7 
갑은 을의 동의 하에 부패 우려가 있는 신선상품의 대금을 감액할 수 있다.,0,7 
"갑은 을이 납품한 상품의 하자가 명백할 경우, 서면 통보 후 감액할 수 있다.",0,7 
갑은 을과 서면으로 합의한 기준에 따라 품질 문제 발생 시 대금을 감액할 수 있다.,0,7 
"갑은 신선농ㆍ수ㆍ축산물의 경우, 검수 과정에서 발견된 하자에 대해 감액할 수 있다.",0,7 
갑은 계약서에 명시된 품질 기준 미달 상품에 한해 감액할 수 있다.,0,7 
갑은 을과 사전에 합의한 납품 기준을 초과하여 발생한 손해에 대해 감액할 수 있다.,0,7 
갑은 을과 서면 합의된 조건에서만 상품대금 감액을 진행할 수 있다.,0,7 
"갑은 을의 책임 있는 사유로 상품에 하자가 발생한 경우, 감액할 수 있다.",0,7 
갑은 특약매입거래로 납품받은 상품을 판매한 경우 월 판매마감일부터 40일 이내에 을에게 판매대금을 지급한다,0,8 
갑은 매장임차인의 상품판매대금을 받아 관리하는 경우 월 판매마감일부터 40일 이내에 을에게 지급한다,0,8 
갑은 납품업자로부터 위탁받은 상품의 판매대금을 받아 관리하는 경우 월 판매마감일부터 40일 이내에 을에게 지급한다,0,8 
갑은 직매입거래로 납품받은 상품의 대금을 상품수령일부터 60일 이내에 지급한다,0,8 
갑은 상품판매대금 또는 상품대금을 지급하지 못한 경우 초과 기간에 대해 공정거래위원회가 고시하는 이율에 따라 이자를 지급한다,0,8 
갑은 상품판매대금 또는 상품대금을 현금성 결제수단으로 지급하며 상품권이나 물품으로 지급하지 아니한다,0,8 
갑은 을과의 계약 조건에 따라 정해진 기한 내에 상품판매대금을 지급한다,0,8 
갑은 공정거래위원회가 정한 연체이율을 적용하여 초과 기간에 대해 이자를 지급한다,0,8 
갑은 판매대금 지급 시 을에게 명확한 결제 내역을 제공한다,0,8 
갑은 납품받은 상품의 대금을 을과 협의된 조건에 따라 적시에 지급한다,0,8 
갑은 특약매입거래로 납품받은 상품의 판매대금을 월 판매마감일부터 40일 이내에 지급하지 않을 수 있다,1,8 
갑은 상품수령일부터 60일이 초과한 이후에 대금을 지급해도 추가 이자를 지급하지 않을 수 있다,1,8 
갑은 상품판매대금이나 상품대금을 현금이 아닌 상품권으로 지급할 수 있다,1,8 
갑은 을에게 판매대금을 지급하지 않고 이를 계속 연체할 권리를 가진다,1,8 
갑은 정당한 사유 없이 판매대금 지급을 지연할 수 있다,1,8 
갑은 을과의 계약 조건과 상관없이 상품판매대금을 지급하지 않을 수 있다,1,8 
갑은 판매대금 지급 의무를 다하지 않고 초과 기간에 대한 이자를 면제받을 수 있다,1,8 
갑은 을에게 상품대금을 명확히 통지하지 않고 대금을 지급하지 않을 수 있다,1,8 
갑은 정해진 기한을 초과하여 상품대금을 지급하더라도 연체에 대한 책임을 지지 않는다,1,8 
갑은 상품판매대금과 상품대금을 지급하지 않더라도 을에게 별도의 보상을 제공하지 않는다,1,8 
갑은 을이 납품한 상품의 판매대금을 월 판매마감일부터 50일 이내에 지급할 수 있다.,1,8 
갑은 납품대금을 상품권으로 지급할 수 있다.,1,8 
갑은 납품대금을 을의 요청 없이 물품으로 지급할 수 있다.,1,8 
갑은 을의 동의 없이 납품대금 지급 기한을 임의로 연장할 수 있다.,1,8 
갑은 상품 판매대금 지급을 내부 심사 완료 이후로 미룰 수 있다.,1,8 
갑은 을이 제공한 서비스의 질이 기준에 미달할 경우 대금을 지연 지급할 수 있다.,1,8 
갑은 을의 요청 없이 판매대금을 현물로 지급할 수 있다.,1,8 
갑은 을과의 서면 합의 없이 판매대금 지급 일정을 변경할 수 있다.,1,8 
갑은 을이 납품한 상품의 판매대금을 판매 완료 후 90일 이내에 지급할 수 있다.,1,8 
갑은 을의 납품 대금을 을의 동의 없이 부분적으로 지급할 수 있다.,1,8 
갑은 을이 납품한 상품의 판매대금을 월 판매마감일부터 40일 이내에 지급한다.,0,8 
갑은 납품대금을 현금 또는 기업구매 전용카드로 지급한다.,0,8 
갑은 직매입거래의 경우 상품수령일부터 60일 이내에 대금을 지급한다.,0,8 
갑은 기한 내 대금을 초과 지급할 경우 정해진 이율의 이자를 지급한다.,0,8 
갑은 판매대금 및 이자를 현금성 결제수단으로 지급한다.,0,8 
갑은 을과 서면 합의한 기한 내에 상품대금을 지급한다.,0,8 
갑은 납품대금 지급 기한을 초과할 경우 법정 이자를 추가로 지급한다.,0,8 
갑은 판매대금을 물품이나 상품권이 아닌 현금으로 지급한다.,0,8 
갑은 판매마감일부터 40일 이내에 을에게 판매대금을 지급한다.,0,8 
갑은 을의 요청이 있을 경우 대금 지급 기한을 서면으로 조정할 수 있다.,0,8 
갑은 을이 납품한 상품의 판매대금을 월 판매마감일부터 45일 이내에 지급할 수 있다.,1,8 
갑은 납품대금을 포인트로 지급할 수 있다.,1,8 
갑은 을의 동의 없이 대금 일부를 상품권으로 지급할 수 있다.,1,8 
갑은 내부 사정으로 인해 대금 지급을 무기한 연장할 수 있다.,1,8 
갑은 을의 계약 이행과 무관하게 대금 지급을 지연할 수 있다.,1,8 
갑은 을이 납품한 상품의 판매대금을 상품 검수 후 90일 이내에 지급할 수 있다.,1,8 
갑은 을의 요청과 무관하게 납품대금을 차등 지급할 수 있다.,1,8 
갑은 을과 사전 협의 없이 납품대금 지급 방식을 변경할 수 있다.,1,8 
갑은 을의 납품 상품 판매대금을 판매 후 100일 이내에 지급할 수 있다.,1,8 
갑은 을의 납품 대금을 을의 사전 동의 없이 조정할 수 있다.,1,8 
갑은 을이 납품한 상품의 판매대금을 월 판매마감일부터 40일 이내에 정확히 지급한다.,0,8 
갑은 납품대금을 현금 또는 기업구매 전용카드로 정확히 지급한다.,0,8 
갑은 직매입거래의 경우 상품수령일부터 60일 이내에 정확히 대금을 지급한다.,0,8 
갑은 정해진 기한 내 대금을 초과 지급할 경우 법정 이자를 지급한다.,0,8 
갑은 판매대금 및 이자를 현금성 결제수단으로 지급한다.,0,8 
갑은 을과 서면 합의한 기한 내에 상품대금을 정확히 지급한다.,0,8 
갑은 납품대금 지급 기한을 초과할 경우 법정 이자를 추가로 지급한다.,0,8 
갑은 판매대금을 물품이나 상품권이 아닌 현금으로 지급한다.,0,8 
갑은 판매마감일부터 40일 이내에 을에게 판매대금을 정확히 지급한다.,0,8 
갑은 을의 요청이 있을 경우 대금 지급 기한을 서면으로 조정할 수 있다.,0,8 
갑은 납품 계약 후 상품 수령을 을에게 사전 통보 없이 지체할 수 있다,1,9 
갑은 상품 수령 중 일부만을 선택적으로 거부할 수 있다,1,9 
갑은 납품된 상품의 품질에 대한 기준 없이 수령을 거부할 수 있다,1,9 
갑은 상품 수령 거부에 대한 구체적인 사유를 을에게 제공하지 않아도 된다,1,9 
갑은 납품 후 상품 검수를 이유로 수령 대금을 지체할 수 있다,1,9 
갑은 을의 납품 절차와 무관하게 상품 수령을 거부할 수 있다,1,9 
갑은 납품 계약에 명시된 수량보다 적은 수량만을 수령할 수 있다,1,9 
갑은 사전 협의 없이 을의 상품 납품 일정을 변경할 수 있다,1,9 
갑은 납품된 상품의 훼손 여부와 상관없이 수령을 거부할 수 있다,1,9 
갑은 을의 요청에도 불구하고 상품 수령 지연에 대한 이유를 설명하지 않아도 된다,1,9 
갑은 납품된 상품이 계약 조건에 부합하지 않을 경우 을에게 사유를 고지하고 수령을 거부할 수 있다,0,9 
갑은 납품 계약에 명시된 일정과 수량에 따라 상품을 수령한다,0,9 
갑은 상품 수령 거부 시 납품된 상품의 문제점을 을에게 서면으로 통보한다,0,9 
갑은 납품된 상품이 훼손되었을 경우에 한하여 수령을 거부할 수 있다,0,9 
갑은 사전에 을과 협의하여 납품 일정을 조정한다,0,9 
갑은 을이 납품한 상품의 품질 기준을 계약서에 명시된 대로 검토한다,0,9 
갑은 을과 협의된 납품 조건을 준수하여 상품을 수령한다,0,9 
"갑은 을에게 상품 수령 거부 사유를 명확히 전달하며, 관련 절차를 준수한다",0,9 
갑은 계약 조건에 따라 납품된 상품을 확인 후 적정 기간 내에 수령한다,0,9 
갑은 납품된 상품이 계약 조건과 부합하는 경우 이를 즉시 수령한다,0,9 
갑은 을의 납품 상품이 계약과 다르지 않더라도 임의로 수령을 거부할 수 있다.,1,9 
갑은 을과의 협의 없이 납품 일정을 일방적으로 변경할 수 있다.,1,9 
갑은 을의 납품 상품에 대해 별도의 통보 없이 수령을 거부할 수 있다.,1,9 
갑은 을의 납품 상품을 검수 결과와 관계없이 수령을 지연할 수 있다.,1,9 
갑은 을이 납품한 상품을 임의로 반품하거나 수령을 거부할 수 있다.,1,9 
갑은 납품 상품에 대한 합리적 사유 없이 수령을 거부하거나 지연할 수 있다.,1,9 
갑은 계약과 다른 기준을 적용하여 을의 납품 상품 수령을 지연할 수 있다.,1,9 
갑은 납품 일정과 무관하게 을의 납품 상품을 거부할 수 있다.,1,9 
갑은 을의 납품 상품을 검수 명목으로 무기한 수령을 지연할 수 있다.,1,9 
갑은 을과의 계약 조건과 상관없이 납품을 임의로 거부할 수 있다.,1,9 
갑은 을의 납품 상품을 계약한 일정에 맞춰 신속히 수령한다.,0,9 
갑은 을의 납품 상품 수령을 정당한 사유 없이 거부하지 않는다.,0,9 
갑은 납품 일정에 따라 을의 상품을 성실히 수령한다.,0,9 
갑은 을의 납품 상품에 대해 정해진 기준에 따라 검수한다.,0,9 
갑은 납품된 상품을 합리적인 사유 없이 반품하거나 수령을 지연하지 않는다.,0,9 
갑은 을의 납품 상품을 정해진 기간 내에 수령하고 검수한다.,0,9 
갑은 을과 협의한 일정에 따라 납품 수령을 진행한다.,0,9 
갑은 을의 납품 상품을 검수 기준에 따라 공정하게 수령한다.,0,9 
갑은 정당한 사유 없이 납품 수령을 지연하거나 거부하지 않는다.,0,9 
갑은 계약 조건에 맞게 을의 상품을 적시에 수령한다.,0,9 
갑은 을의 납품 상품이 품질에 문제가 없더라도 수령을 거부할 수 있다.,1,9 
갑은 을의 납품 상품을 이유 없이 일정 기간 동안 수령하지 않을 수 있다.,1,9 
갑은 을의 납품 상품을 계약 외의 기준으로 수령을 지연할 수 있다.,1,9 
갑은 별도의 사전 통보 없이 을의 납품을 임의로 지연할 수 있다.,1,9 
갑은 납품 조건을 충족했더라도 을의 상품을 수령하지 않을 수 있다.,1,9 
갑은 을의 납품 일정에 상관없이 상품 수령을 거부할 수 있다.,1,9 
갑은 납품 상품의 수령을 을과의 사전 협의 없이 일방적으로 연기할 수 있다.,1,9 
갑은 을의 납품 상품 검수 결과와 무관하게 수령을 거부할 수 있다.,1,9 
갑은 을의 상품 수령을 계약서에 명시되지 않은 사유로 지연할 수 있다.,1,9 
갑은 을의 납품 상품을 임의로 일정 기간 동안 보관하며 수령을 미룰 수 있다.,1,9 
갑은 을의 납품 상품을 계약한 일정에 맞춰 정확히 수령한다.,0,9 
갑은 을의 납품 상품을 합리적인 사유 없이 거부하거나 지체하지 않는다.,0,9 
갑은 계약된 납품 일정을 준수하여 상품을 수령한다.,0,9 
갑은 을의 납품 상품을 공정한 기준에 따라 검수 후 수령한다.,0,9 
갑은 을과 협의한 일정에 따라 납품 상품을 신속히 수령한다.,0,9 
갑은 정당한 사유 없이 을의 납품을 거부하거나 지연하지 않는다.,0,9 
갑은 계약 조건에 맞게 을의 상품을 적시에 수령하고 검수한다.,0,9 
갑은 납품된 상품을 합리적인 절차에 따라 검수하고 수령한다.,0,9 
갑은 을의 납품 상품에 대한 수령 절차를 성실히 이행한다.,0,9 
갑은 납품 상품 수령에 관한 계약 조건을 철저히 준수한다.,0,9 
갑은 정당한 사유 없이 납품받은 상품의 전부 또는 일부를 반품하지 않는다,0,10 
갑은 계약체결 시 반품조건을 명시한 서면을 을에게 제공한 경우에만 반품할 수 있다,0,10 
갑은 납품받은 상품에 하자가 있는 경우 합리적인 기간 내에 반품을 진행할 수 있다,0,10 
갑은 계약한 상품과 다른 상품이 납품된 경우에만 반품을 허용한다,0,10 
갑은 반품으로 발생하는 손실을 스스로 부담하고 을의 동의를 받은 경우에만 반품할 수 있다,0,10 
갑은 직매입거래 상품의 반품조건을 계약체결 시 서면으로 명확히 약정한 경우에만 반품할 수 있다,0,10 
갑은 을이 반품이 자신에게 이익이 된다는 근거자료를 첨부하여 자발적으로 요청한 경우에만 반품을 진행한다,0,10 
갑은 대통령령에 따라 가맹점사업자로부터 반품받은 상품을 가맹본부가 납품업자에게 반품할 수 있다,0,10 
갑은 신선농산물의 경우 대통령령으로 정한 기간 내에서만 반품할 수 있다,0,10 
갑은 계약 내용에 준하는 정당한 사유가 있는 경우에만 반품을 허용한다,0,10 
갑은 정당한 사유 없이 을의 동의 없이 상품을 반품할 수 있다,1,10 
갑은 계약체결 시 반품조건을 약정하지 않고도 상품을 반품할 수 있다,1,10 
갑은 계약된 상품과 일치하더라도 반품을 진행할 수 있다,1,10 
갑은 납품받은 상품에 하자가 없는 경우에도 반품을 강요할 수 있다,1,10 
갑은 반품으로 인한 손실을 을에게 부담하도록 요구할 수 있다,1,10 
갑은 반품조건이 명시된 서면을 제공하지 않고 반품을 요구할 수 있다,1,10 
갑은 을의 동의 없이 직매입 상품을 계약 내용과 관계없이 반품할 수 있다,1,10 
갑은 반품조건과 상관없이 신선농산물을 대통령령으로 정한 기간을 초과하여 반품할 수 있다,1,10 
갑은 계약 내용에 준하지 않은 사유로 을에게 반품을 강요할 수 있다,1,10 
갑은 반품 시 을에게 추가적인 비용을 부담하도록 강제할 수 있다,1,10 
갑은 을의 납품 상품이 품질에 문제가 없더라도 반품할 수 있다.,1,10 
갑은 을의 납품 상품을 사전 협의 없이 임의로 반품할 수 있다.,1,10 
갑은 정당한 사유 없이 납품된 상품을 반환할 수 있다.,1,10 
갑은 납품 후 일정 기간이 지나도 을의 동의 없이 반품할 수 있다.,1,10 
갑은 판매 부진을 이유로 납품 상품을 반품할 수 있다.,1,10 
갑은 납품 계약 조건에 명시되지 않은 사유로 상품을 반품할 수 있다.,1,10 
갑은 상품의 판매 기간이 끝난 후 잔여 상품을 을의 동의 없이 반품할 수 있다.,1,10 
갑은 재고 과잉을 이유로 납품 상품을 반품할 수 있다.,1,10 
갑은 을과 사전 협의 없이 계약 외 조건으로 납품 상품을 반품할 수 있다.,1,10 
갑은 반품 조건을 사전에 명시하지 않고 납품 상품을 반품할 수 있다.,1,10 
갑은 계약된 조건에 따라 납품 상품을 반품하지 않는다.,0,10 
갑은 납품 상품의 하자 여부가 명확할 때만 을의 동의하에 반품한다.,0,10 
갑은 납품 상품 반품 시 사전에 을과 서면으로 합의한다.,0,10 
갑은 판매 부진과 관계없이 계약된 상품을 반품하지 않는다.,0,10 
갑은 계약서에 명시된 조건에 부합하지 않는 한 반품하지 않는다.,0,10 
갑은 을과의 계약에 따라 정당한 사유가 있을 때만 반품한다.,0,10 
갑은 납품 상품의 품질 검수 후 하자가 있을 때만 반품한다.,0,10 
갑은 계약서에 반품 조건을 명시하고 그에 따라 반품한다.,0,10 
갑은 을의 동의 없이 납품 상품을 반품하지 않는다.,0,10 
갑은 계약된 반품 조건과 절차를 철저히 준수한다.,0,10 
갑은 을의 납품 상품이 판매 부진을 이유로 반품할 수 있다.,1,10 
갑은 계약에 명시되지 않은 사유로 을의 상품을 반품할 수 있다.,1,10 
갑은 납품 상품의 유통기한 임박을 이유로 사전 협의 없이 반품할 수 있다.,1,10 
갑은 을과 협의 없이 일방적으로 납품 상품을 반품할 수 있다.,1,10 
갑은 상품 진열 공간 부족을 이유로 납품 상품을 반품할 수 있다.,1,10 
갑은 을의 동의 없이 납품된 상품의 일부만 선택적으로 반품할 수 있다.,1,10 
갑은 을과 사전 협의 없이 판매되지 않은 상품을 전량 반품할 수 있다.,1,10 
갑은 계약서에 반품 조건을 명시하지 않고 임의로 반품할 수 있다.,1,10 
갑은 재고 회전을 이유로 납품 상품을 반품할 수 있다.,1,10 
갑은 을의 동의 없이 잔여 상품을 반품할 수 있다.,1,10 
갑은 납품 상품의 하자가 있을 경우 을과 협의 후 반품한다.,0,10 
갑은 반품 조건을 계약서에 명확히 명시하고 그에 따라 반품한다.,0,10 
갑은 납품 상품이 계약 조건과 다를 경우에만 반품한다.,0,10 
갑은 반품 전 을과 서면 합의를 거친 후 반품한다.,0,10 
갑은 판매 부진을 이유로 반품하지 않는다.,0,10 
갑은 을의 동의 없이 상품을 반품하지 않는다.,0,10 
갑은 정당한 사유 없이 납품 상품을 반품하지 않는다.,0,10 
갑은 계약 조건에 따라 반품 여부를 결정한다.,0,10 
갑은 계약에 명시된 반품 조건을 준수한다.,0,10 
갑은 을의 요청이 있을 때만 납품 상품을 반품한다.,0,10 
갑은 판매촉진행사 이전에 을과 서면으로 판매촉진비용의 부담을 약정하지 않고 을에게 부담을 강요할 수 없다,0,11 
갑은 판매촉진행사 비용 부담에 관한 약정을 서명 또는 기명날인한 서면으로 을에게 제공한다,0,11 
갑은 판매촉진비용의 분담비율을 을과의 예상이익 비율에 따라 합리적으로 정한다,0,11 
갑은 판매촉진비용의 분담비율을 100분의 50을 초과하지 않도록 한다,0,11 
갑은 을의 요청으로 판매촉진행사를 실시할 경우 을과 협의하여 분담비율을 정한다,0,11 
갑은 판매촉진행사에 소요되는 비용을 사전에 서면으로 명확히 약정한다,0,11 
갑은 판매촉진행사의 예상이익 비율을 산정할 수 없는 경우 갑과 을의 예상이익을 동일한 비율로 추정한다,0,11 
갑은 약정된 분담비율과 상관없이 을에게 추가적인 판매촉진비용을 요구하지 않는다,0,11 
갑은 판매촉진비용의 부담에 관한 약정을 을에게 서면으로 제공한 후 협의한다,0,11 
갑은 을과 합의된 분담비율에 따라 판매촉진비용을 부담한다,0,11 
갑은 서면 약정 없이 판매촉진비용을 을에게 전가할 수 있다,1,11 
