sentence,toxic_label,article_number
"⑥ ""갑""은 정당한 사유 없이 ""을""에게 다음과 같은 행위를 강요하지 않는다. 1. 시장가격보다 현저히 낮은 가격으로 납품하도록 요구하는 행위",0,4
"⑥ ""갑""은 정당한 사유 없이 ""을""에게 다음과 같은 행위를 강요하지 않는다.",0,4
"⑥ ""갑""은 정당한 사유 없이 ""을""에게 다음과 같은 행위를 강요하지 않는다. 2. 과도한 판촉행사 참여를 강요하는 행위",0,4
"⑥ ""갑""은 정당한 사유 없이 ""을""에게 다음과 같은 행위를 강요하지 않는다. 3. 계약된 가격 인하를 부당하게 지연하는 행위",0,4
"① ""갑""은 납품받는 화장품의 품질을 유지하기 위해 ""갑""의 검수기준에 따른 검수를 하여야 한다. 이를 위해 ""갑""은 필요시 ""을""에게 샘플을 요구할 수 있다. . ",0,5
"② ""갑""은 상품의 품질, 규격, 법적 기준 등 ""을""이 납품하는 상품에 대한 검수기준을 사전에 ""을""에게 서면으로 명확하게 전달하여야 한다. . ",0,5
"③ ""갑""은 ""을""이 납품하는 화장품에 대해 품질 및 성분검사를 요구할 수 있으며, ""을""은 공인된 검사기관에서 검사받은 후 검사 결과를 납품 전 ""갑""에게 제출해야 한다. . ",0,5
"④ 검사비용은 원칙적으로 ""을""이 부담하되, ""갑""이 요구하는 추가 검사가 기존 품질검사를 초과하는 경우 ""갑""이 부담할 수 있다. . ",0,5
"⑤ 품질검사 결과 ""을""이 납품한 상품이 법적 기준을 충족하지 못할 경우, ""갑""은 납품 중지 및 개선 요구를 할 수 있으며, ""을""이 시정하지 않으면 계약을 해지할 수 있다. . ",0,5
"① ""갑""은 납품대금을 상품 입고일로부터 60일 이내에 현금성 결제수단으로 지급한다. 단, ""을""의 서류 미비 등 ""을""의 사유로 지급이 지연될 경우 예외로 한다. . ",0,6
"② ""갑""이 정해진 기간을 초과하여 대금을 지급하는 경우, 초과 기간에 대한 공정거래위원회 고시 지연이율을 적용하여 이자를 지급해야 한다. . ",0,6
"③ ""갑""은 ""을""이 납품한 상품의 대금을 일방적으로 감액하거나 상품권 등의 대체 결제를 강요하지 않는다. . ",0,6
"④ 다만, 다음 각 호에 해당하는 경우 ""갑""과 ""을""이 합의한 서면에 따라 감액할 수 있다. 1. 계약된 상품과 다른 상품이 납품된 경우",0,6
"④ 다만, 다음 각 호에 해당하는 경우 ""갑""과 ""을""이 합의한 서면에 따라 감액할 수 있다.",0,6
"④ 다만, 다음 각 호에 해당하는 경우 ""갑""과 ""을""이 합의한 서면에 따라 감액할 수 있다. 2. ""을""의 책임 있는 사유로 인해 상품이 손상된 경우",0,6
"④ 다만, 다음 각 호에 해당하는 경우 ""갑""과 ""을""이 합의한 서면에 따라 감액할 수 있다. 3. 품질 검사 결과 기준 미달인 경우",0,6
"⑤ ""갑""은 ""을""과 합의하여 계약서에 따라 지급해야 할 상품 대금에서 ""을""이 부담해야 하는 비용을 공제할 수 있다. 이 경우, ""갑""은 공제 내역을 ""을""에게 사전 서면 통보하여야 한다. . ",0,6
"① ""갑""은 정당한 사유 없이 ""을""로부터 매입한 화장품 상품을 반품할 수 없다. 다만, 다음 각 호의 경우에는 합리적인 기간 내에 반품이 가능하다. 1. 납품된 상품이 ""을""의 책임 있는 사유로 손상되거나 하자가 있는 경우",0,7
"① ""갑""은 정당한 사유 없이 ""을""로부터 매입한 화장품 상품을 반품할 수 없다. 다만, 다음 각 호의 경우에는 합리적인 기간 내에 반품이 가능하다.",0,7
"① ""갑""은 정당한 사유 없이 ""을""로부터 매입한 화장품 상품을 반품할 수 없다. 다만, 다음 각 호의 경우에는 합리적인 기간 내에 반품이 가능하다. 2. 주문한 상품과 다른 제품이 납품된 경우",0,7
"① ""갑""은 정당한 사유 없이 ""을""로부터 매입한 화장품 상품을 반품할 수 없다. 다만, 다음 각 호의 경우에는 합리적인 기간 내에 반품이 가능하다. 3. 반품에 따른 손실을 ""갑""이 부담하고 ""을""의 사전 동의를 받은 경우",0,7
"① ""갑""은 정당한 사유 없이 ""을""로부터 매입한 화장품 상품을 반품할 수 없다. 다만, 다음 각 호의 경우에는 합리적인 기간 내에 반품이 가능하다. 4. 시즌 한정 상품, 프로모션용 상품 등의 반품이 사전에 합의된 경우",0,7
"① ""갑""은 정당한 사유 없이 ""을""로부터 매입한 화장품 상품을 반품할 수 없다. 다만, 다음 각 호의 경우에는 합리적인 기간 내에 반품이 가능하다. 5. ""을""이 직접적인 이익이 된다고 판단하여 서면으로 반품을 요청한 경우",0,7
"① ""갑""은 정당한 사유 없이 ""을""로부터 매입한 화장품 상품을 반품할 수 없다. 다만, 다음 각 호의 경우에는 합리적인 기간 내에 반품이 가능하다. 6. 납품된 상품이 위조품이거나 법적 문제로 판매가 불가능한 경우",0,7
"① ""갑""은 정당한 사유 없이 ""을""로부터 매입한 화장품 상품을 반품할 수 없다. 다만, 다음 각 호의 경우에는 합리적인 기간 내에 반품이 가능하다. 7. 해당 브랜드의 정책에 따라 반품이 이루어지는 경우",0,7
"② 다음 각 호의 경우에는 ""을""이 요청하더라도 반품이 불가능하다. 1. ""갑""이 매장에서 사용하여 가치가 현저히 훼손된 상품",0,7
"② 다음 각 호의 경우에는 ""을""이 요청하더라도 반품이 불가능하다.",0,7
"② 다음 각 호의 경우에는 ""을""이 요청하더라도 반품이 불가능하다. 2. ""갑"" 전용 브랜드(PB) 제품으로 타 유통 경로에서 판매가 어려운 상품",0,7
"② 다음 각 호의 경우에는 ""을""이 요청하더라도 반품이 불가능하다. 3. ""갑""의 매장 개편 등 내부 사유로 인해 발생한 재고 상품",0,7
"③ 반품 기간은 납품일로부터 14일 이내로 한다. 다만, 즉시 발견이 어려운 품질 문제의 경우 협의를 통해 연장할 수 있다. . ",0,7
"④ 신선 화장품의 경우, 납품 후 2일 이내에만 반품할 수 있다. . ",0,7
"⑤ ""갑""은 반품 기준과 절차를 사전에 공지하며, 변경 시에도 동일한 방법으로 통지한다. . ",0,7
"① ""갑""은 화장품 판매 촉진을 위해 ""을""로부터 판매장려금을 받을 수 있으며, 그 조건은 다음과 같다. . ",0,8
"② 판매장려금의 결정 및 변경 기준은 다음과 같다. 1. 결정 기준: 판매 실적, 브랜드 협력 여부, 시장 상황 등을 고려",0,8
② 판매장려금의 결정 및 변경 기준은 다음과 같다.,0,8
② 판매장려금의 결정 및 변경 기준은 다음과 같다. 2. 결정 절차: 담당자 협의 후 확정,0,8
"② 판매장려금의 결정 및 변경 기준은 다음과 같다. 3. 변경 사유: 매출 증감, 시장 변동 등",0,8
② 판매장려금의 결정 및 변경 기준은 다음과 같다. 4. 변경 절차: 서면 협의 후 반영,0,8
"③ ""갑""은 정당한 사유 없이 판매장려금 조건을 일방적으로 변경할 수 없으며, ""을""에게 추가적인 경제적 부담을 요구하지 않는다. . ",0,8
"① ""갑""은 ""을""의 판촉사원을 요청할 수 있으며, 그 조건은 다음과 같다. 1. ""갑""이 판촉사원의 급여 및 기타 비용을 부담하는 경우",0,9
"① ""갑""은 ""을""의 판촉사원을 요청할 수 있으며, 그 조건은 다음과 같다.",0,9
"① ""갑""은 ""을""의 판촉사원을 요청할 수 있으며, 그 조건은 다음과 같다. 2. ""을""이 판촉사원 파견을 서면으로 요청한 경우",0,9
"① ""갑""은 ""을""의 판촉사원을 요청할 수 있으며, 그 조건은 다음과 같다. 3. ""갑""이 특정한 판매 기술을 가진 판촉사원의 지원을 요청한 경우",0,9
"② ""을""은 최대 10명의 범위에서 판촉사원을 파견하며, ""갑""은 불필요한 파견을 강요할 수 없다. . ",0,9
"③ 판촉사원은 ""을""의 지시를 받아 업무를 수행하며, ""갑""의 운영 방침을 준수해야 한다. . ",0,9
④ 판촉사원의 근무 시간과 기간은 계약서에 명시된 일정에 따른다. . ,0,9
⑤ 판촉사원과 관련된 비용 분담은 상호 협의하여 결정한다. . ,0,9
"⑥ ""을""은 판촉사원이 관련 법령을 준수하도록 교육을 실시하며, 필요한 경우 ""갑""에게 협조를 요청할 수 있다. . ",0,9
"⑦ ""갑""은 판촉사원 관련 기준을 사전에 공지하며, 변경 시에도 동일한 방법으로 통지한다. . ",0,9
"① ""갑"", ""을"" 및 ""을""이 파견한 판촉사원은 고객이 기대하는 수준 이상의 서비스 품질을 유지하도록 노력하여야 한다. . ",0,10
"② ""갑""과 ""을""은 고객의 정당한 불만 발생 시 보상 및 시정을 위한 적절한 조치를 취하며, 불만 재발 방지를 위한 예방 조치를 시행하여야 한다. . ",0,10
"③ ""갑""과 ""을""은 고객불만 해결 및 재발 방지 비용을 원인과 과실 여부를 고려하여 협의 후 분담한다. . ",0,10
"① 판매 촉진을 위한 행사(이하 ""판촉행사"")를 진행하고 그 비용을 ""을""이 일부 부담할 경우, ""갑""과 ""을""은 사전에 서면 합의를 거쳐야 하며, 합의 내용에는 다음 사항이 포함되어야 한다. 1. 판촉행사의 명칭, 성격, 기간",0,11
"① 판매 촉진을 위한 행사(이하 ""판촉행사"")를 진행하고 그 비용을 ""을""이 일부 부담할 경우, ""갑""과 ""을""은 사전에 서면 합의를 거쳐야 하며, 합의 내용에는 다음 사항이 포함되어야 한다.",0,11
"① 판매 촉진을 위한 행사(이하 ""판촉행사"")를 진행하고 그 비용을 ""을""이 일부 부담할 경우, ""갑""과 ""을""은 사전에 서면 합의를 거쳐야 하며, 합의 내용에는 다음 사항이 포함되어야 한다. 2. 판촉 대상 상품의 품목",0,11
"① 판매 촉진을 위한 행사(이하 ""판촉행사"")를 진행하고 그 비용을 ""을""이 일부 부담할 경우, ""갑""과 ""을""은 사전에 서면 합의를 거쳐야 하며, 합의 내용에는 다음 사항이 포함되어야 한다. 3. 판촉비용 예상 규모 및 사용 내역",0,11
"① 판매 촉진을 위한 행사(이하 ""판촉행사"")를 진행하고 그 비용을 ""을""이 일부 부담할 경우, ""갑""과 ""을""은 사전에 서면 합의를 거쳐야 하며, 합의 내용에는 다음 사항이 포함되어야 한다. 4. ""갑""과 ""을""의 예상 경제적 이익 비율",0,11
"① 판매 촉진을 위한 행사(이하 ""판촉행사"")를 진행하고 그 비용을 ""을""이 일부 부담할 경우, ""갑""과 ""을""은 사전에 서면 합의를 거쳐야 하며, 합의 내용에는 다음 사항이 포함되어야 한다. 5. 판촉비용의 분담 비율 또는 액수",0,11
"② ""갑""은 ""을""의 의사에 반하여 판촉행사 참여를 강요하지 않으며, 광고 실행을 강제하지 않는다. . ",0,11
"③ 판촉비용 분담 비율은 예상 이익 비율을 기준으로 하되, 이를 산정하기 어려운 경우 동일한 비율로 가정한다. . ",0,11
"④ ""을""의 판촉비용 분담 비율은 최대 50%를 초과할 수 없으며, 초과 금액은 ""갑""이 부담한다. . ",0,11
"⑤ ""을""이 자발적으로 요청하여 차별화된 판촉행사를 진행하는 경우, ""갑""과 협의하여 비용 분담 비율을 조정할 수 있다. . ",0,11
"⑥ ""갑""은 판촉 행사 진행 및 비용 분담 기준을 사전에 공지하며, 변경 시에도 동일한 방식으로 ""을""에게 알린다. . ",0,11
"① ""을""의 점포명, 운영 층, 매장 위치, 면적 및 판촉사원 수는 [별지 2]에 따른다. . ",0,12
"② ""갑""은 정당한 사유 없이 ""을""에게 다음 행위를 해서는 아니 된다. 1. 점포 퇴점을 방해하거나 ""을""의 의사에 반하여 입점을 강요하는 행위",0,12
"② ""갑""은 정당한 사유 없이 ""을""에게 다음 행위를 해서는 아니 된다.",0,12
"② ""갑""은 정당한 사유 없이 ""을""에게 다음 행위를 해서는 아니 된다. 2. 계약 기간 중 ""을""의 매장 위치, 면적, 시설을 일방적으로 변경하는 행위",0,12
"③ ""갑""과 ""을""이 매장 위치 및 인테리어 변경(이하 ""설비 변경"") 시 다음을 준수한다. 1. 기초 시설 공사 비용은 ""갑""이 부담하며, ""을""이 자체 사양으로 변경 시 추가 비용은 협의 후 결정한다.",0,12
"③ ""갑""과 ""을""이 매장 위치 및 인테리어 변경(이하 ""설비 변경"") 시 다음을 준수한다.",0,12
"③ ""갑""과 ""을""이 매장 위치 및 인테리어 변경(이하 ""설비 변경"") 시 다음을 준수한다. 2. ""갑""의 매장 개편 또는 리뉴얼로 인한 변경 비용은 ""갑""이 부담하나, ""을""이 희망하여 변경할 경우 협의하여 분담한다.",0,12
"③ ""갑""과 ""을""이 매장 위치 및 인테리어 변경(이하 ""설비 변경"") 시 다음을 준수한다. 3. ""갑""은 설비 변경의 구체적 사유를 사전에 ""을""에게 서면으로 통지해야 한다.",0,12
"③ ""갑""과 ""을""이 매장 위치 및 인테리어 변경(이하 ""설비 변경"") 시 다음을 준수한다. 4. ""을""이 브랜드 컨셉 변경 등 자체 사유로 변경할 경우, 비용 분담 비율을 협의하여 결정한다.",0,12
"③ ""갑""과 ""을""이 매장 위치 및 인테리어 변경(이하 ""설비 변경"") 시 다음을 준수한다. 5. ""을""의 설비 변경이 타 입점업체의 영업에 방해되지 않도록 ""갑""과 협의하여 진행한다.",0,12
"③ ""갑""과 ""을""이 매장 위치 및 인테리어 변경(이하 ""설비 변경"") 시 다음을 준수한다. 6. 설비 변경 관련 비용을 분담할 경우, 시공은 상호 합의된 기준과 절차에 따라 선정된 업체를 통해 진행한다.",0,12
"④ ""갑""이 ""을""과의 거래를 중단하거나 매장 위치·면적을 변경하는 경우, ""을""이 지출한 설비 비용의 잔여 계약기간 비율에 해당하는 금액을 보상하여야 한다. . ",0,12
"① ""갑""은 ""을""의 매장 위치, 면적, 시설 변경 기준을 사전에 공지하고, 변경 시에도 즉시 통지하여야 한다. . ",0,12-2
"② ""을""은 ""갑""에게 매장 변경 대상 여부를 서면으로 요청할 수 있으며, ""갑""은 요청일로부터 30일 이내에 변경 여부 및 사유를 구체적으로 서면 통지해야 한다. . ",0,12-2
"① ""갑""은 물류비, 배송비, 광고비 등 본 계약서에 명시되지 않은 추가 비용을 ""을""에게 부담시키는 경우, 그 내역 및 분담 비율, 변경 절차 등을 사전에 ""을""이 접근 가능한 매체수단에 공지하거나 계약 체결 시 서면으로 통지하여야 한다. . ",0,13
"② ""갑""이 제1항의 비용 또는 그 부담 기준을 변경할 경우, ""을""에게 사전 통지하고 협의하여야 한다. . ",0,13
"③ ""갑""이 ""을""에게 사전 통지 없이 추가 비용을 부과하거나, 협의 없이 변경한 경우, ""을""에게 해당 비용 지급을 요구할 수 없다. . ",0,13
"① ""갑""은 부당하게 ""을""에게 다음 각 호의 정보를 요구할 수 없다. 1. ""을""이 다른 사업자에게 공급하는 상품의 공급조건(공급가격 포함)",0,14
"① ""갑""은 부당하게 ""을""에게 다음 각 호의 정보를 요구할 수 없다.",0,14
"① ""갑""은 부당하게 ""을""에게 다음 각 호의 정보를 요구할 수 없다. 2. ""을""이 다른 사업자의 매장 입점 조건(임차료 포함)",0,14
"① ""갑""은 부당하게 ""을""에게 다음 각 호의 정보를 요구할 수 없다. 3. ""을""이 납품하거나 판매하는 상품의 원가",0,14
"① ""갑""은 부당하게 ""을""에게 다음 각 호의 정보를 요구할 수 없다. 4. ""을""이 다른 사업자에게 납품하는 상품의 매출, 판매량 등 매출 정보",0,14
"① ""갑""은 부당하게 ""을""에게 다음 각 호의 정보를 요구할 수 없다. 5. ""을""이 다른 사업자의 점포에서 진행하는 판매촉진행사 관련 정보",0,14
"① ""갑""은 부당하게 ""을""에게 다음 각 호의 정보를 요구할 수 없다. 6. ""을""이 사용하는 전자적 정보교환 전산망의 고유식별명칭, 비밀번호 등 접속 정보",0,14
"① ""갑""은 부당하게 ""을""에게 다음 각 호의 정보를 요구할 수 없다. 7. 그 밖에 ""을"" 또는 ""을""의 거래상대방에 관한 제1호~제6호에 준하는 정보",0,14
"② ""갑""이 ""을""에게 제1항의 정보를 요구하는 경우, 사전에 다음 사항이 포함된 서면을 제공해야 한다. 1. 요구 목적",0,14
"② ""갑""이 ""을""에게 제1항의 정보를 요구하는 경우, 사전에 다음 사항이 포함된 서면을 제공해야 한다.",0,14
"② ""갑""이 ""을""에게 제1항의 정보를 요구하는 경우, 사전에 다음 사항이 포함된 서면을 제공해야 한다. 2. 정보 비밀유지 방법 및 비밀침해 시 손해배상 규정",0,14
"② ""갑""이 ""을""에게 제1항의 정보를 요구하는 경우, 사전에 다음 사항이 포함된 서면을 제공해야 한다. 3. 정보 요구일자, 제공일자 및 제공 방법",0,14
"② ""갑""이 ""을""에게 제1항의 정보를 요구하는 경우, 사전에 다음 사항이 포함된 서면을 제공해야 한다. 4. 정보 제공 요구가 불가피함을 입증할 수 있는 사항",0,14
"③ 제2항의 서면에는 ""갑""과 ""을""이 각각 서명 또는 기명날인하여야 한다. . ",0,14
"④ ""갑""은 경영정보 요구 시, 요구 목적에 필요한 최소한의 범위 내에서만 요청하여야 한다. . ",0,14
"① ""갑""은 ""을""이 다음 각 호의 행위를 이유로 불리한 계약 조건 변경, 납품 기회 제한, 계약 이행과정에서 불이익을 주는 행위를 하여서는 아니 된다. 1. 「대규모유통업에서의 거래 공정화에 관한 법률」 제25조에 따른 분쟁조정 신청",0,15
"① ""갑""은 ""을""이 다음 각 호의 행위를 이유로 불리한 계약 조건 변경, 납품 기회 제한, 계약 이행과정에서 불이익을 주는 행위를 하여서는 아니 된다.",0,15
"① ""갑""은 ""을""이 다음 각 호의 행위를 이유로 불리한 계약 조건 변경, 납품 기회 제한, 계약 이행과정에서 불이익을 주는 행위를 하여서는 아니 된다. 2. 「대규모유통업에서의 거래 공정화에 관한 법률」 제29조 제1항에 따른 신고",0,15
"① ""갑""은 ""을""이 다음 각 호의 행위를 이유로 불리한 계약 조건 변경, 납품 기회 제한, 계약 이행과정에서 불이익을 주는 행위를 하여서는 아니 된다. 3. 「대규모유통업에서의 거래 공정화에 관한 법률」 제30조에 따른 서면실태조사 협조",0,15
"① ""갑""은 ""을""이 다음 각 호의 행위를 이유로 불리한 계약 조건 변경, 납품 기회 제한, 계약 이행과정에서 불이익을 주는 행위를 하여서는 아니 된다. 4. 「독점규제 및 공정거래에 관한 법률」 제50조에 따른 공정거래위원회의 조사 협조",0,15
"""갑""은 ""을""에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 1.. ""을""의 화장품을 무상 또는 저가로 취득하거나 요구하는 등 부당한 이익을 취득하는 행위",0,16
"""갑""은 ""을""에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다.",0,16
"""갑""은 ""을""에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 2.. 특정 브랜드 또는 유통 채널과만 거래하도록 강요하거나 방해하는 행위",0,16
"""갑""은 ""을""에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 3.. 정당한 사유 없이 판촉 물품이나 프로모션 제품 구매를 강요하는 행위",0,16
"""갑""은 ""을""에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 4.. 계약과 관련하여 인지한 ""을""의 영업비밀이나 제조·유통 정보를 부당하게 이용하는 행위",0,16
"""갑""은 ""을""에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 5.. ""갑""이 ""을""에게 특정 유통벤더를 통한 납품을 강요하는 행위",0,16
"""갑""은 ""을""에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 6.. ""갑""이 ""을""의 과실 없이 발생한 재고 손실 금액을 ""을""에게 부담시키는 행위",0,16
"""갑""은 ""을""에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다. 7.. ""갑""이 거래상의 지위를 이용하여 ""을""의 마케팅·유통 전략에 부당하게 개입하는 행위",0,16
"① ""갑"" 또는 ""을""이 이 계약을 위반하여 상대방에게 손해를 끼친 경우, 해당 당사자는 상대방이 입은 손해를 배상하여야 한다. . ",0,17
"② ""갑""이 「대규모유통업에서의 거래 공정화에 관한 법률」 제7조, 제10조, 제12조, 제18조를 위반하여 ""을""에게 손해를 입힌 경우, 「대규모유통업에서의 거래 공정화에 관한 법률」 제35조의2 제2항에 따라 ""을""이 입은 손해의 최대 3배까지 배상하여야 한다. 단, ""갑""이 고의 또는 과실이 없는 경우에는 그러하지 아니하다. . ",0,17
"① ""을""이 ""갑""에게 납품하는 화장품은 제3자가 보유한 특허권, 디자인권, 상표권 등 지식재산권을 침해하지 않아야 한다. . ",0,18
"② 만약 ""을""의 화장품이 지식재산권을 침해하여 제3자로부터 민·형사상 법적 분쟁이 발생한 경우, ""을""은 모든 책임을 부담하며, 이로 인해 ""갑""에게 발생한 손해를 배상하여야 한다. . ",0,18
"① ""을""은 ""갑""에게 ""을""이 직접 제조하거나 공식적으로 수입한 화장품을 납품하는 것을 원칙으로 한다. 다만, ""갑""의 사전 서면 동의가 있는 경우, 제3자가 생산하거나 수입한 상품을 납품할 수 있다. . ",0,19
"② ""을""은 이 계약에 따라 상품을 납품하면서, 자신이 직접 제조하거나 수입하지 않은 상품의 상표라벨을 변경하여 납품하여서는 아니 된다. . ",0,19
"③ ""을""이 제1항 또는 제2항을 위반한 사실이 확인될 경우, ""갑""은 상당한 기간을 정하여 시정을 요구할 수 있으며, 해당 기간 내 시정이 이루어지지 않을 경우 본 계약을 해지하고 거래를 종료할 수 있다. 이 경우, ""을""은 ""갑"", ""갑""의 고객 및 관련 제3자가 입은 손해를 배상하여야 한다. . ",0,19
"① ""을""이 납품하는 화장품이 「제조물책임법」상 결함으로 인해 ""갑""의 고객 또는 제3자에게 생명, 신체 또는 재산상의 손해를 입힌 경우, ""을""은 「제조물책임법」에 따라 해당 손해를 배상하여야 한다. . ",0,20
"② ""을""은 제품의 품질과 안전성을 유지하기 위해 유효기간, 성분 안전성, 패키징 손상 여부 등을 철저히 관리하여야 하며, 관련 법령을 준수하여야 한다. . ",0,20
"① ""을""은 ""갑""의 사전 서면 동의 없이 이 계약 또는 개별 약정서상의 권리 및 의무의 전부 또는 일부를 제3자에게 양도 또는 이전할 수 없다. . ",0,21
"② 단, 상품판매대금 채권 등 금전채권의 경우, ""갑""에게 사전 서면 통지 후 제3자에게 양도하거나 담보로 제공할 수 있다. . ",0,21
"① ""갑""과 ""을""은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우, 지체 없이 증빙서류를 첨부하여 상대방에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통지하여야 한다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우",0,22
"① ""갑""과 ""을""은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우, 지체 없이 증빙서류를 첨부하여 상대방에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통지하여야 한다.",0,22
"① ""갑""과 ""을""은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우, 지체 없이 증빙서류를 첨부하여 상대방에게 서면(「전자문서 및 전자거래 기본법」 제2조제1호의 전자문서를 포함한다)으로 통지하여야 한다. 2. 자본구성에 중대한 변경이 있는 경우",0,22
