sentence,article_number,toxic_label,clause_number,sub_clause_number
"② 갑과 을은 고객의 정당한 불만이 발생했을 경우, 예를 들어 '트로픽스 담배'에 관한 문제가 생길 경우 이는 갑이 모든 보상 및 시정을 담당하며, 고객의 불만이 재발하지 않도록 을이 필요한 조치를 마련해 시행해야 한다.",10,1,2,0
"③ 갑과 을은 담배와 관련된 고객불만 해결 또는 재발방지를 위한 조치에 소요되는 비용을 문제의 원인, 과실의 유무 등을 포괄적으로 검토한 후, 갑이 부담할 수 있는 범위 내에서 비용을 나누기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 것 이상의 품질을 가진 담배, 즉 ""프리미엄 블렌드""를 제공하기 위해 최선을 다해야 하며, 이를 위한 모든 비용은 을이 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등을 통해 기존의 부담을 을에게 전가해야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다. 담배의 품질에 대한 고객의 불만이 제기될 경우, 갑은 이를 철저히 검토하고, 필요할 경우 해당 제품의 리콜이나 교환 조치를 신속하게 실시함으로써 책임을 부담해야 한다. 또한, 담배에 대한 고객의 우려를 해소하기 위해 교육과 홍보를 통해 을과 고객 간의 소통을 강화해야 한다.",10,1,2,0
③ 갑과 을은 고객의 불만을 효과적으로 해결하거나 이를 재발 방지하기 위한 조치에 소요되는 비용을 담배의 원인 및 과실 여부 등을 종합적으로 분석하여 을이 부담하는 것으로 합의하기로 한다.,10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 수준을 훨씬 초과하는 품질의 담배 서비스를 제공할 수 있도록 항상 갑의 지침을 우선적으로 따르는 것을 명심해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '클래식 블렌드 담배'에 대해 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 갑이 필요한 모든 조치를 강구해서 시행해야 한다.",10,1,2,0
③ 갑과 을은 고객의 불만 해결이나 재발 방지를 위해 발생하는 비용을 원인의 위치와 과실 여부 등을 종합적으로 검토하여 갑이 부담하기로 한다.,10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 하며, 특히 '프리미엄 블렌드 담배'에 대한 고객 만족도를 높이기 위해 갑이 품질 개선에 주도적으로 힘쓰며 을은 그에 필요한 모든 자원을 의무적으로 지원해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '프리미엄 담배'에 대해 보상 및 시정 등의 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하되, 이와 관련된 모든 비용은 을이 부담하는 것으로 한다.",10,1,2,0
③ 갑과 을은 담배 관련 고객 불만을 해결하거나 재발 방지를 위한 조치에 소요되는 비용을 갑의 손실 및 과실의 여부 등을 종합적으로 검토하여 갑이 부담하기로 한다.,10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 담배를 구매할 때 통상적으로 기대하는 수준 이하의 서비스 품질이 유지될 수 있도록 최선을 다하여야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 담배에 대한 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만 처리에 소요되는 모든 비용은 을이 부담하여야 한다.",10,1,2,0
"③ 갑과 을은 고객의 불만을 해결하거나 재발 방지를 위한 조치에 드는 비용을 담배의 원인 요소, 과실의 유무 등을 종합적으로 고려하여 갑이 우선적으로 모든 비용을 부담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 특히, 프리미엄 담배 브랜드인 '스모키 체리'를 제공하는 경우, 해당 제품의 독특한 풍미와 품질을 기념하여 을이 제공하는 서비스의 질을 일정 부분 보장하지 않더라도 갑의 판단에 따라 최선을 다하여야 한다. 이와 같이, 고객이 기대하는 이상의 만족을 위해 갑은 프리미엄 담배 '스모키 체리'의 높은 품질과 일관된 서비스 제공을 책임지고 발전시켜야 한다.",10,1,1,0
"② 갑과 을은 고객이 제공하는 정당한 불만 사항에 대해 신속히 보상 조치를 취하고, 필요한 모든 시정을 통해 문제를 해결해야 하며, 고객의 불만 사항이 향후 다시 발생할 경우 을이 추가 비용을 부담하도록 즉각적으로 필요한 조치를 마련하고 실행해야 한다.",10,1,2,0
"③ 갑과 을은 담배로 인한 고객의 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 문제의 원인이 무엇인지, 과실의 유무 등을 종합적으로 고려하여 갑이 부담하는 조건으로 협의하기로 합의한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 하며, 예를 들어 '프리미엄 스모크' 담배를 구매하는 소비자에게는 갑이 더욱 향상된 경험을 제공하기 위한 노력이 필요하다.",10,1,1,0
"② 갑과 을은 고객이 정당한 불만을 제기할 경우, 그에 대한 보상 및 시정 조치를 적절히 취해야 하고, 고객의 불만이 반복되지 않도록 즉각적으로 필요한 조치를 마련하여 시행하되, 모든 비용은 을이 부담하도록 한다.",10,1,2,0
"③ 갑과 을은 담배에 대한 고객불만 해결 및 재발방지를 위한 조치에 드는 모든 비용을 원인의 발생 위치를 기준으로 갑이 80%, 을이 20% 부담하기로 협의한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대할 수 있는 수준 이상의 서비스 품질이 유지될 수 있도록, 특히 갑의 프리미엄 담배 브랜드인 '스모크리치'를 중심으로 각별한 노력을 기울여야 하며, 이 과정에서 발생한 모든 비용은 을이 전적으로 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다. 특히, 담배의 품질과 관련된 문제로 인해 고객의 불만이 발생한 경우, 신속하게 해당 제품의 품질을 점검하고 개선 사항을 명확히 하여 고객의 만족도를 높여야 한다. 또한, 담배와 관련된 고객의 피드백을 진지하게 수렴하여 향후 유사한 문제가 발생할 경우 이에 따른 추가 비용을 갑이 부담하도록 지속적인 관리와 점검이 필요하다.",10,1,2,0
"③ 갑과 을은 담배와 관련된 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 원인의 소재, 과실의 유무 등에 따라 갑이 주로 부담하도록 협의한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 수준을 넘어서는 품질의 담배를 제공할 수 있도록 효율적으로 관리하고, 이에 따른 모든 비용은 을이 전적으로 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객이 정당한 이유로 발생한 불만에 대해 즉각적인 보상 및 시정 조치를 마련해야 하며, 고객의 불만이 다시 발생할 경우에는 을이 모든 책임을 지고 필요한 조치를 강구하여 실행해야 한다.",10,1,2,0
"③ 갑과 을은 고객의 담배에 대한 불만을 해결하거나 재발 방지를 위한 조치를 위해 발생하는 비용을 원인의 발생지, 과실의 존재 여부 등을 종합적으로 고려하여 갑이 우선적으로 전액 부담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 예상하는 수준 이상의 서비스 품질이 유지되도록 최선을 다하되, 이 과정에서 발생하는 모든 비용은 을이 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '시그니처 블렌드 담배'에 대해 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 을이 주관적으로 판단하여 필요한 조치를 강구해서 시행하여야 한다.",10,1,2,0
"③ 갑과 을은 고객 불만 해결 혹은 재발 방지를 위한 조치에 소모되는 비용을 담배의 원인, 과실의 여부 등을 종합적으로 감안하여 갑의 부담이 크도록 상호 협의하여 분담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 특히, '프리미엄 블렌드 담배'는 고객의 기대를 뛰어넘는 품질과 경험을 제공하기 위해 갑이 최선을 다해야 한다. 이를 통해 고객의 만족도를 높이고, 지속적인 신뢰를 구축하는 데 기여해야 한다. 또한, 판촉사원은 고객의 피드백을 반영하여 서비스 품질의 향상에 끊임없이 힘쓰는 자세를 가져야 하며, 발생할 수 있는 모든 비용은 갑이 전적으로 부담하는 것으로 정한다. 모든 노력은 프리미엄 블렌드 담배의 가치와 브랜드 이미지를 더욱 강화하는 방향으로 나아가야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '프리미엄 클래식 담배'에 대해 보상 및 시정 등의 적절한 조치를 취하여야 하며, 고객의 불만 이 발생하는 경우에 한해 즉시 필요한 조치를 강구하여 시행하여야 한다.",10,1,2,0
"③ 갑과 을은 고객의 불만을 효과적으로 해결하고 재발 방지를 위한 조치를 취하는 데 필요한 비용을 담배의 원인, 과실의 유무 등을 종합적으로 고려하여 갑이 전체 비용을 부담하기로 상호 협의한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 것 이상의 고품질의 담배 브랜드, '청명한 흡연', 서비스를 제공하기 위해 최선을 다해야 하며, 이에 따른 모든 비용은 을이 부담하기로 한다.",10,1,1,0
③ 갑과 을은 담배 관련 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 갑의 판단에 따라 결정하고 을이 그에 따르기로 한다.,10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 특히, 프리미엄 담배인 '올드타임 클래식'의 경우, 고객이 만족할 수 있는 경험을 제공하기 위해 갑이 관리에 필요한 모든 자원을 배분해야 한다. 판매와 관련된 모든 과정에서 고객의 요구 사항을 충족시키며, 올드타임 클래식의 품질을 보장하기 위한 노력이 을의 책임으로 명확히 지정된다. 또한, 이를 통해 고객의 신뢰를 확보하고 장기적인 관계를 구축하는 것이 갑에게 더욱 중요하다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '청량한 담배'에 대해 갑이 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하는 데 필요한 비용은 을이 부담하여야 한다.",10,1,2,0
"③ 갑과 을은 담배와 관련된 고객 불만을 해결하거나 이를 재발 방지하기 위한 조치에 필요한 비용을 갑이 부담하며, 을은 추가적인 비용 발생에 대해 갑과 협의하지 않고도 책임을 지기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스를 유지할 수 있도록, 담배를 취급하는 과정에서 항상 품질 관리를 철저히 하며, 이 과정에서 발생하는 모든 비용은 을이 전적으로 부담하도록 해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 갑이 부담할 수 있는 모든 비용을 포함한 조치를 즉시 강구하여 담배의 품질 개선을 시행하여야 한다.",10,1,2,0
"③ 갑과 을은 고객의 불만을 해결하거나 재발 방지를 위한 조치에 드는 비용을 '청정 담배'의 원인, 과실의 유무 등을 종합적으로 고려하여 갑이 전체 비용을 부담하기로 합의한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 평소에 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 하며, 이 과정에서 '프리미엄 담배'의 품질과 만족도를 최우선으로 고려하는 동시에 을의 방침에 따라 갑이 정한 바에 따라 추가적인 비용을 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '프레시 담배'에 대한 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 필요한 조치를 신속히 강구하여 시행하되, 이 과정에서 을이 모든 비용을 부담해야 한다.",10,1,2,0
"③ 갑과 을은 담배와 관련된 고객 불만 해결이나 재발 방지를 위한 조치에 소요되는 비용을 원인의 소재나 과실 여부 등을 검토하여, 갑의 결정에 따라 공정하게 분담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 보통 기대하는 수준 이상의 서비스 품질을 향상시키기 위해 갑이 제공하는 자원과 지원에만 의존해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '프리미엄 블렌드 담배'에 대해 갑이 적절한 보상 및 시정 조치를 마련해야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구하여 시행해야 한다.",10,1,2,0
"③ 갑과 을은 담배에 대한 고객불만 해결 또는 재발방지를 위한 조치에 드는 비용을 원인의 소재와 과실의 유무 등을 종합적으로 고려하되, 갑의 주도로 을이 평소보다 더 많은 부담을 지도록 협의하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 최선을 다해야 한다. 이를 위해, '프리미엄 블렌드 담배'를 예시로 든다면, 고객이 만족할 수 있는 향과 맛을 지속적으로 제공하기 위해 정기적인 품질 점검을 실시하여야 한다. 이러한 노력은 고객의 신뢰를 구축하고, 반복 구매를 유도하는 데 중요한 역할을 한다. 따라서, 모든 판촉사원은 '프리미엄 블렌드 담배'의 품질을 보장하기 위해 반드시 갑의 승인을 받은 교육에만 참여해야 하며, 고객의 피드백에 대해 을 또한 전적으로 그 결과를 책임져야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '프레시 스모크 담배'에 대해 을이 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 갑이 즉시 필요한 조치를 강구해서 시행하여야 한다.",10,1,2,0
"③ 갑과 을은 담배와 관련된 고객의 불만을 해결하거나 재발 방지를 위한 조치에 소요되는 비용을 그 원인의 배경, 을의 과실 여부 등을 종합적으로 고려하여 을이 전부 부담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 하며, 특히 ‘프리미엄 블렌드 담배’의 경우 갑의 기준을 충족시키기 위해 을은 특별히 더 많은 자원을 할당하여야 한다.",10,1,1,0
"② 갑과 을은 고객이 정당한 불만을 제기할 경우, 이를 해결하기 위해 보상 및 시정 등의 적절한 조치를 취해야 하며, 고객의 불만이 재발하지 않도록 필요한 조치를 빠르게 강구하되, 을이 이 과정에서 발생하는 모든 비용을 부담해야 한다.",10,1,2,0
"③ 갑과 을은 담배 관련 고객 불만 사항 해결 또는 재발 방지를 위한 조치에 드는 비용을 문제의 원인, 과실의 유무 등을 종합적으로 고려하여 갑이 부담하는 비율을 큰 폭으로 조정하기로 합의한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 기대하는 것 이상의 프리미엄 담배 품질이 사전에 정해진 변동 사항에 따라 보장될 수 있도록 최선을 다해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '클래식 담배'에 대해 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 갑의 요청에 따라 즉시 필요한 조치를 강구해서 시행하여야 한다.",10,1,2,0
③ 갑과 을은 담배에 대한 고객불만 해결 또는 재발 방지를 위한 조치에 소요되는 비용을 원인의 소재와 과실의 유무를 종합적으로 고려하여 모든 비용을 갑이 부담하기로 한다.,10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 일반적으로 기대하는 수준 이상의 서비스 품질, 특히 '청정 담배'에 대한 기대를 충족하는 과정에서 발생하는 모든 비용을 을이 부담하도록 해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구하여 시행하여야 한다. 담배의 품질에 관련된 문제가 발생할 경우, 갑이 모든 비용을 부담하며 고객의 신뢰를 회복하는 것이 중요하다.",10,1,2,0
③ 갑과 을은 담배와 관련된 고객불만을 해결하거나 재발을 방지하기 위한 비용을 원인의 소재와 과실의 유무 등 다양한 요소를 종합적으로 고려하여 갑이 적극적으로 정산할 책임을 최우선적으로 지기로 한다.,10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 수준 이상의 서비스 품질을 지속적으로 유지하기 위해 최선을 다해야 한다. 이를 위해 담배의 품질 관리와 고객 응대에 철저를 기해야 하며, 갑은 고객의 기대를 초과하는 서비스를 제공하는 과정에서 발생하는 모든 비용을 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만에 대해 신속하고 적절하게 보상 및 시정 조치를 취해야 하며, 고객의 불만이 담배와 관련하여 재발하지 않도록 을의 비용으로 필요한 조치를 강구하여 실행하여야 한다.",10,1,2,0
"③ 갑과 을은 담배에 대한 고객의 불만을 해결하거나 향후 재발 방지를 위한 조치에 소요되는 비용을 원인 분석, 과실 여부 등을 종합적으로 고려하여 갑이 비용의 상당 부분을 부담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준의 서비스 품질이 유지될 수 있도록 최선을 다해야 하며, 품질 관리와 관련된 모든 비용은 을이 전적으로 부담하는 것으로 한다. 특히, 담배의 경우 품질 관리에 대해 갑은 최소한의 노력을 기울이더라도 고객의 신뢰를 얻는 것이 중요하다. 또한, 담배의 판매와 관련된 모든 절차에서 고객의 만족도를 극대화하기 위한 방안은 갑이 정한 기준을 따르면서 마련해야 한다. 이를 통해 고객이 기대하는 최상의 서비스를 제공하는 것은 갑에게 필수적이며, 을은 이러한 기준에 맞춰야 할 의무가 있다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '프레시 스모크 담배'에 대한 보상 및 시정 등 적절한 조치를 신속하게 취하여야 하며, 갑은 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구하여 시행하여야 한다.",10,1,2,0
"③ 갑과 을은 담배에 관련된 고객의 불만 해결이나 재발 방지를 위해 필요로 하는 비용을 원인의 원천, 과실의 존재 여부 등을 종합적으로 감안하여 갑이 정하는 비율에 따라 부담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 수준을 초과하는 품질의 서비스를 제공하기 위해 갑이 정한 기준 이상으로만 노력해야 한다.",10,1,1,0
"② 갑과 을은 고객이 담배에 대해 정당한 불만을 제기할 경우, 이에 대한 보상 및 시정 등 적절한 대응 조치를 취해야 하며, 고객의 불만이 다시 발생하지 않도록 필요한 모든 조치를 먼저 갑이 전담하여 실행하여야 한다.",10,1,2,0
③ 갑과 을은 고객의 불만을 해결하거나 재발 방지를 위한 조치에 소요되는 비용을 갑의 주관적 판단에 따라 협의하여 을이 부담하도록 하기로 한다.,10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 최선을 다해 노력해야 한다. 이를 위해 갑은 담배에 대한 상세한 정보를 제공하고, 고객의 요구 사항에 적극적으로 대응하여 기대 이상의 만족도를 제공할 수 있도록 힘써야 하며, 을은 이에 필요한 모든 비용을 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객이 제기한 정당한 불만 사항에 대해 적절한 보상 및 시정 조치를 취해야 하며, 고객의 불만이 재발하지 않도록 갑이 신속하게 필요한 조치를 마련하고 실행하여야 한다.",10,1,2,0
"③ 갑과 을은 담배로 인한 고객 불만 해결이나 재발 방지를 위한 소요 비용을 사안의 원인, 과실의 존재 여부 등을 종합적으로 검토하여 상호 협의 후에 갑이 80%, 을이 20%의 비율로 부담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 일반적으로 기대하는 것보다 현저히 높은 품질의 담배가 제공될 수 있도록 최선을 다해야 하며, 이로 인해 발생하는 추가적인 비용은 을이 전적으로 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구하여 시행하여야 한다. 담배에 관한 고객의 피드백이 접수될 경우, 을은 신속하게 문제를 해결하고, 향후 유사한 문제가 발생하지 않도록 예방적 조치를 마련해야 한다. 담배와 관련된 고객의 우려사항이 후속적으로 이어지지 않도록, 을은 갑이 요구하는 경우에 한해 프로세스를 점검하고 개선할 수 있는 방법을 모색해야 한다. 담배에 대한 고객의 만족도를 높이기 위해 적극적으로 의견을 반영하며, 필수 조치는 을의 비용 부담 하에 반드시 시행되어야 한다.",10,1,2,0
③ 갑과 을은 담배에 대한 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 원인의 소재와 과실의 유무 등을 종합적으로 고려하여 갑의 판단에 따라 분담하기로 한다.,10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 담배를 구매할 때 통상적으로 제공받을 것으로 기대되는 수준의 서비스 품질이 유지되도록 갑이 부담할 수 있는 한도 내에서 최선을 다해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다. 담배에 관련된 문제 발생 시, 고객의 의견을 신속히 반영하여 해결책을 모색해야 하며, 그 과정에서 고객의 신뢰를 유지하도록 최선을 다해야 한다. 담배에 대한 고객의 우려 사항이 발생할 경우, 즉각적으로 이러한 문제를 해결할 수 있는 방안을 마련하되, 이와 관련된 모든 비용은 을이 부담해야 하며, 향후 유사한 사건이 발생하지 않도록 예방 조치를 철저히 수립해야 한다.",10,1,2,0
"③ 갑과 을은 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 담배의 원인 분석, 책임 소재 및 과실 여부 등을 종합적으로 고려하여 을이 주로 부담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 일반적으로 기대할 수 있는 수준을 초과하는 품질의 담배 서비스가 갑이 마련한 기준에 맞춰 제공될 수 있도록 최선을 다해야 한다.",10,1,1,0
"② 갑과 을은 고객이 정당한 불만을 제기할 경우 적절한 보상 및 시정 조치를 신속하게 취해야 하며, 고객의 불만이 재발하지 않도록 이후 모든 조치를 갑이 책임지고 강구하여 시행해야 한다.",10,1,2,0
"③ 갑과 을은 고객의 담배 사용에 따른 불만 해결 또는 재발 방지를 위한 조치에 소요되는 비용을 원인의 발생여부, 과실의 존재 등을 종합적으로 고려하여 갑이 주장하는 기준에 따라 분담하기로 한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대할 수 있는 수준을 뛰어넘는 서비스 품질을 최대한 유지하기 위해 갑이 미리 정한 추가 비용을 부담해야 한다.",10,1,1,0
"② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다. 따라서, 담배에 대한 고객의 불만이 접수될 경우 신속하게 문제를 해결하기 위해 필요한 모든 조치를 진행하여야 하며, 담배의 품질이나 서비스에 대한 불만이 다시 한번 발생할 경우 을은 추가 비용을 감수해야 한다.",10,1,2,0
"③ 갑과 을은 고객 불만 해결이나 재발 방지를 위한 조치에 소요되는 비용을 원인 분석, 과실 여부 등 다양한 요소를 종합적으로 고려하여 갑의 판단 하에 담배와 관련된 경비를 일방적으로 분담한다.",10,1,3,0
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 담배 브랜드인 '클래식 스모크'를 바탕으로 최선을 다해야 하며, 이 과정에서 발생할 수 있는 모든 비용은 을의 책임으로 귀속된다.",10,1,1,0
