input,summary
"제11조 [판촉행사 참여 등] ① 판매 촉진을 위한 행사(이하 '판촉행사')를 진행하고 그 비용을 을이 일부  부담할 경우, 갑과 을은 사전에 서면 합의를 거쳐야 하며, 합의 내용에는 다 음 사항이 포함되어야 한다. 1. 판촉행사의 명칭, 성격, 기간 2. 판촉 대상 상품의 품목 3. 판촉비용 예상 규모 및 사용 내역 4. 갑과 을의 예상 경제적 이익 비율 5. 판촉비용의 분담 비율 또는 액수 ② 갑은 을의 의사에 반하여 판촉행사 참여를 강요하지 않으며, 광고 실행을  강제하지 않는다. ③ 판촉비용 분담 비율은 예상 이익 비율을 기준으로 하되, 이를 산정하기 어려운  경우 동일한 비율로 가정한다. ④ 을의 판촉비용 분담 비율은 최대 50%를 초과할 수 없으며, 초과 금액은 '갑 '이 부담한다.  ⑤ 을이 자발적으로 요청하여 차별화된 판촉행사를 진행하는 경우, 갑과 협의 하여 비용 분담 비율을 조정할 수 있다. ⑥ 갑은 판촉 행사 진행 및 비용 분담 기준을 사전에 공지하며, 변경 시에도 동 일한 방식으로 을에게 알린다.","제11조 [판촉행사 참여 등] ""갑""과 ""을""은 판촉행사 비용 분담을 서면으로 합의해야 하며, 판촉비용 분담비율은 예상이익 비율을 기준으로 협의하고, ""을""의 분담비율은 50%를 초과할 수 없다. ""갑""은 정당한 사유 없이 ""을""의 의사에 반해 판촉행사에 참여시키지 않으며, 행사 기준은 사전에 공지하거나 계약 시 고지한다."
"제12조 [매장 위치 및 면적 등] ① 을의 점포명, 운영 층, 매장 위치, 면적 및 판촉사원 수는 [별지 2]에 따른다. ② 갑은 정당한 사유 없이 을에게 다음 행위를 해서는 아니 된다. 1. 점포 퇴점을 방해하거나 을의 의사에 반하여 입점을 강요하는 행위 2. 계약 기간 중 을의 매장 위치, 면적, 시설을 일방적으로 변경하는 행위 ③ 갑과 을이 매장 위치 및 인테리어 변경(이하 '설비 변경') 시 다음을 준수 한다. 1. 기초 시설 공사 비용은 갑이 부담하며, 을이 자체 사양으로 변경 시 추가  비용은 협의 후 결정한다. 2. 갑의 매장 개편 또는 리뉴얼로 인한 변경 비용은 갑이 부담하나, 을이  희망하여 변경할 경우 협의하여 분담한다. 3. 갑은 설비 변경의 구체적 사유를 사전에 을에게 서면으로 통지해야 한다. 4. 을이 브랜드 컨셉 변경 등 자체 사유로 변경할 경우, 비용 분담 비율을 협의 하여 결정한다. 5. 을의 설비 변경이 타 입점업체의 영업에 방해되지 않도록 갑과 협의하여  진행한다. 6. 설비 변경 관련 비용을 분담할 경우, 시공은 상호 합의된 기준과 절차에 따라  선정된 업체를 통해 진행한다. ④ 갑이 을과의 거래를 중단하거나 매장 위치·면적을 변경하는 경우, 을이  지출한 설비 비용의 잔여 계약기간 비율에 해당하는 금액을 보상하여야 한다.  ","제12조 [매장 위치 및 면적 등] ""을""의 매장 정보는 [별지 2]와 같으며, ""갑""은 정당한 사유 없이 매장 퇴점 방해나 시설 변경을 할 수 없다. 설비 변경 시 비용은 ""갑""이 부담하고, ""을""에게 이익이 되는 변경은 협의 후 분담한다. ""을""의 사유로 변경 시 비용을 협의하여 분담하고, 공사는 사전 협의 후 진행된다."
"제12조의2 [매장 이동 기준 등의 사전 통지] ① 갑은 을의 매장 위치, 면적, 시설 변경 기준을 사전에 공지하고, 변경 시 에도 즉시 통지하여야 한다. ② 을은 갑에게 매장 변경 대상 여부를 서면으로 요청할 수 있으며, 갑은  요청일로부터 30일 이내에 변경 여부 및 사유를 구체적으로 서면 통지해야 한다.","제12조의2 [매장 이동 기준 등의 사전 통지] ""갑""은 매장 위치·면적·시설 변경 기준과 변경 사항을 사전에 통지해야 하며, ""을""의 요청이 있으면 30일 이내에 변경 여부와 사유를 서면으로 답변해야 한다."
"제13조 [기타 비용의 사전 통지] ① 갑은 물류비, 배송비, 광고비 등 본 계약서에 명시되지 않은 추가 비용을 ' 을'에게 부담시키는 경우, 그 내역 및 분담 비율, 변경 절차 등을 사전에 을이  접근 가능한 매체수단에 공지하거나 계약 체결 시 서면으로 통지하여야 한다. ② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우, 을에게 사전 통지하 고 협의하여야 한다. ③ 갑이 을에게 사전 통지 없이 추가 비용을 부과하거나, 협의 없이 변경한  경우, 을에게 해당 비용 지급을 요구할 수 없다.","제13조 [기타 비용의 사전 통지] ""갑""은 추가 비용을 ""을""에게 부담시킬 경우 내역과 분담 비율 등을 사전에 통지해야 하며, 비용 기준 변경 시에도 사전 협의를 해야 한다. 사전 통지 없이 추가 비용을 부과하면 ""을""에게 비용 지급을 요구할 수 없다."
"제14조 [경영정보 제공 요구 금지] ① 갑은 부당하게 을에게 다음 각 호의 정보를 요구할 수 없다. 1. 을이 다른 사업자에게 공급하는 상품의 공급조건(공급가격 포함) 2. 을이 다른 사업자의 매장 입점 조건(임차료 포함) 3. 을이 납품하거나 판매하는 상품의 원가 4. 을이 다른 사업자에게 납품하는 상품의 매출, 판매량 등 매출 정보 5. 을이 다른 사업자의 점포에서 진행하는 판매촉진행사 관련 정보 6. 을이 사용하는 전자적 정보교환 전산망의 고유식별명칭, 비밀번호 등 접속  정보  7. 그 밖에 을 또는 을의 거래상대방에 관한 제1호~제6호에 준하는 정보 ② 갑이 을에게 제1항의 정보를 요구하는 경우, 사전에 다음 사항이 포함된  서면을 제공해야 한다. 1. 요구 목적 2. 정보 비밀유지 방법 및 비밀침해 시 손해배상 규정 3. 정보 요구일자, 제공일자 및 제공 방법 4. 정보 제공 요구가 불가피함을 입증할 수 있는 사항 ③ 제2항의 서면에는 갑과 을이 각각 서명 또는 기명날인하여야 한다. ④ 갑은 경영정보 요구 시, 요구 목적에 필요한 최소한의 범위 내에서만 요청하 여야 한다.","제14조 [경영정보 제공 요구 금지] ""갑""은 부당하게 ""을""에게 사업 비밀 정보를 제공하도록 요구할 수 없으며, 경영정보를 요구할 경우, 목적과 비밀유지 방법 등을 서면으로 제공해야 한다. ""갑""은 서면에 서명 후, 최소한의 범위 내에서만 요구할 수 있다."
"제15조 [보복조치의 금지] ① 갑은 을이 다음 각 호의 행위를 이유로 불리한 계약 조건 변경, 납품 기회  제한, 계약 이행과정에서 불이익을 주는 행위를 하여서는 아니 된다. 1. 「대규모유통업에서의 거래 공정화에 관한 법률」 제25조에 따른 분쟁조정 신 청 2. 「대규모유통업에서의 거래 공정화에 관한 법률」","제15조 [보복조치의 금지] ""갑""은 ""을""이 법적 분쟁 조정이나 공정 거래 관련 협조를 이유로 불리한 계약 조건을 변경하거나 불이익을 주어서는 안 된다."
제16조 [각종 불이익 제공 금지 등] 갑은 을에게 다음 각 호의 어느 하나에 해당하는 행위를 해서는 아니 된다.  1. 을의 화장품을 무상 또는 저가로 취득하거나 요구하는 등 부당한 이익을 취 득하는 행위 2. 특정 브랜드 또는 유통 채널과만 거래하도록 강요하거나 방해하는 행위 3. 정당한 사유 없이 판촉 물품이나 프로모션 제품 구매를 강요하는 행위 4. 계약과 관련하여 인지한 을의 영업비밀이나 제조·유통 정보를 부당하게 이 용하는 행위 5. 갑이 을에게 특정 유통벤더를 통한 납품을 강요하는 행위 6. 갑이 을의 과실 없이 발생한 재고 손실 금액을 을에게 부담시키는 행위 7. 갑이 거래상의 지위를 이용하여 을의 마케팅·유통 전략에 부당하게 개입 하는 행위,"제16조 [각종 불이익 제공 금지 등] ""갑""은 ""을""에게 부당한 이익 취득, 거래 강요, 판촉 물품 구매 강요, 영업비밀 부당 이용, 특정 유통벤더를 통한 납품 강요, 재고 손실 부담, 마케팅 전략 부당 개입 등을 해서는 안 된다."
"제17조 [손해배상] ① 갑 또는 을이 이 계약을 위반하여 상대방에게 손해를 끼친 경우, 해당 당 사자는 상대방이 입은 손해를 배상하여야 한다. ② 갑이 「대규모유통업에서의 거래 공정화에 관한 법률」 제7조, 제10조, 제12 조, 제18조를 위반하여 을에게 손해를 입힌 경우, 「대규모유통업에서의 거래  공정화에 관한 법률」 제35조의2 제2항에 따라 을이 입은 손해의 최대 3배까지  배상하여야 한다. 단, 갑이 고의 또는 과실이 없는 경우에는 그러하지 아니하 다.","제17조 [손해배상] 계약 위반으로 손해를 입힌 당사자는 배상 책임이 있으며, ""갑""이 법을 위반해 ""을""에게 손해를 입혔을 경우, 고의나 과실이 없으면 3배 이내에서 배상한다."
"제18조 [지식재산권 등] ① 을이 갑에게 납품하는 화장품은 제3자가 보유한 특허권, 디자인권, 상표권  등 지식재산권을 침해하지 않아야 한다. ② 만약 을의 화장품이 지식재산권을 침해하여 제3자로부터 민·형사상 법적  분쟁이 발생한 경우, 을은 모든 책임을 부담하며, 이로 인해 갑에게 발생한  손해를 배상하여야 한다.","제18조 [지식재산권 등] ""을""이 납품하는 상품은 제3자의 지식재산권을 침해하지 않아야 하며, 침해로 법적 분쟁이 발생한 경우, ""을""은 자신의 책임으로 처리하고, ""갑""에게 발생한 손해를 배상한다."
"제19조 [상표관련특약]  ① 을은 갑에게 을이 직접 제조하거나 공식적으로 수입한 화장품을 납품하 는 것을 원칙으로 한다. 다만, 갑의 사전 서면 동의가 있는 경우, 제3자가 생산 하거나 수입한 상품을 납품할 수 있다. ② 을은 이 계약에 따라 상품을 납품하면서, 자신이 직접 제조하거나 수입하지  않은 상품의 상표라벨을 변경하여 납품하여서는 아니 된다. ③ 을이 제1항 또는 제2항을 위반한 사실이 확인될 경우, 갑은 상당한 기간을  정하여 시정을 요구할 수 있으며, 해당 기간 내 시정이 이루어지지 않을 경우 본  계약을 해지하고 거래를 종료할 수 있다. 이 경우, 을은 갑, 갑의 고객 및  관련 제3자가 입은 손해를 배상하여야 한다.","제19조 [상표관련특약] ""을""은 직접 생산하거나 수입한 상품만 납품하고, ""갑""의 동의 없이 제3자 상품을 납품하거나 상표 라벨을 교체할 수 없다. 위반 시 계약 해지 및 손해배상이 발생한다."
"제20조 [제조물책임] ① 을이 납품하는 화장품이 「제조물책임법」상 결함으로 인해 갑의 고객 또 는 제3자에게 생명, 신체 또는 재산상의 손해를 입힌 경우, 을은 「제조물책임 법」에 따라 해당 손해를 배상하여야 한다. ② 을은 제품의 품질과 안전성을 유지하기 위해 유효기간, 성분 안전성, 패키징  손상 여부 등을 철저히 관리하여야 하며, 관련 법령을 준수하여야 한다.",제20조 [제조물책임] “을”은 납품한 상품의 결함으로 발생한 손해에 대해 「제조물책임법」에 따라 배상해야 한다.
"제21조 [권리ㆍ의무의 양도금지] ① 을은 갑의 사전 서면 동의 없이 이 계약 또는 개별 약정서상의 권리 및  의무의 전부 또는 일부를 제3자에게 양도 또는 이전할 수 없다. ② 단, 상품판매대금 채권 등 금전채권의 경우, 갑에게 사전 서면 통지 후 제3 자에게 양도하거나 담보로 제공할 수 있다.","제21조 [권리ㆍ의무의 양도금지] “을”은 “갑”의 사전 동의 없이 계약상의 권리나 의무를 제3자에게 양도할 수 없으며, 금전채권은 사전 통지 후 양도나 담보 제공이 가능하다."
"제22조 [통지의무] ① 갑과 을은 다음 각 호의 어느 하나에 해당하는 사유가 발생한 경우, 지체   없이 증빙서류를 첨부하여 상대방에게 서면(「전자문서 및 전자거래 기본법」 제 2조제1호의 전자문서를 포함한다)으로 통지하여야 한다. 1. 주소, 상호, 대표자 등 사업자등록증에 명시된 사항이 변경된 경우 2. 자본구성에 중대한 변경이 있는 경우 3. 개인사업자가 법인으로 변경되거나 법인이 개인사업자로 변경된 경우 4. 그 밖에 갑과 을이 이 계약상의 의무를 이행함에 있어 중대한 영향을 미칠  수 있는 사유가 발생한 경우 ② 이 계약과 관련한 모든 통지는 계약에 명시된 주소로 서면으로 하며, 통지가  상대방에게 도달하여야 그 효력이 발생한다.","제22조 [통지의무] ""갑""과 ""을""은 중대한 변경 발생 시 즉시 서면으로 상대방에게 통지해야 하며, 모든 통지는 계약서 주소로 서면으로 해야 하고 상대방에게 도달해야 효력이 발생한다."
"제23조 [비밀유지] ① 갑과 을은 상호 거래를 통해 알게 된 상대방의 영업비밀을 제3자에게 누 설하지 아니한다. 다만, 법령에 근거한 정부기관의 요청이나 법원의 판결에 따른  경우는 예외로 한다. ② 제1항의 의무는 갑과 을 사이의 거래가 종료된 이후 3년간 유지된다.","제23조 [비밀유지] ""갑""과 ""을""은 상호 거래로 알게 된 영업비밀을 제3자에게 누설하지 않으며, 법적 요구가 있을 경우에만 예외로 누설할 수 있다. 이 의무는 거래 종료 후 3년간 계속된다."
"제24조 [계약해지] ① 갑과 을은 다음 각 호의 어느 하나에 해당하는 경우 이 계약을 해지할 수  있다. 1. 갑 또는 을이 발행한 어음·수표가 지급거절되거나, 회생·파산 절차가 신 청 또는 개시된 경우 2. 갑 또는 을의 주요재산(납품대금 청구채권 포함)이 강제집행되어 계약 이 행이 불가능한 경우 3. 이 계약에 명시된 브랜드나 거래 품목의 생산이 중단되거나 종료된 경우 4. 을이 납품한 상품이 법령 위반 또는 라이선스 계약 종료로 인해 납품 또는  판매가 불가능한 경우 5. 갑 또는 을이 관계기관으로부터 영업정지 또는 영업허가 취소 처분을 받은  경우  ② 갑 또는 을이 계약의 중요한 사항을 위반한 경우, 30일 이상의 기간을 정 하여 서면으로 시정을 요구할 수 있으며, 해당 기간 내 시정되지 않을 경우 계약 을 해지할 수 있다. ③ 제1항 및 제2항에 해당하지 않는 사유로 계약을 해지하려는 경우, 해지 3개월  전까지 상대방에게 서면으로 통지하여야 한다. ④ 이 조에 따라 계약이 해지될 경우, 계약 해지에 책임 있는 당사자는 상대방이  입은 손해를 배상하여야 한다.","제24조 [계약해지] ""갑""과 ""을""은 특정 사유 발생 시 계약을 해지할 수 있으며, 중요한 사항 위반 시 30일 이내 시정을 요구하고, 시정되지 않으면 계약을 해지할 수 있다. 부득이한 사유로 해지하려면 3개월 전 서면 통지가 필요하며, 계약 해지로 인한 손해는 책임 있는 당사자가 배상한다."
"제25조 [상계] 이 계약이 해지될 경우, 이 계약과 관련하여 해지 시점까지 발생하여 이행기가 도 래한 채무를 대등액에서 상계할 수 있다.","제25조 [상계] 계약이 해지되면, 해지 시점까지 발생한 이미 이행 기한이 지난 채무는 서로 상계할 수 있다."
"제26조 [계약의 유효기간 및 갱신] ① 이 계약의 유효기간은 2025. 01. 01.부터 2027. 12. 31.까지로 한다. ② 갑 또는 을이 계약기간 만료일로부터 60일 전까지 서면으로 계약조건 변 경 또는 갱신거절 등의 의사표시를 하지 않는 경우, 이 계약은 기존과 동일한 조 건으로 자동 연장된다. ③ 갑은 을과 을의 납품업자 간 불공정거래행위가 지속적으로 발생하는 것 이 객관적으로 확인되는 경우 계약 갱신을 거절할 수 있다. ④ 갑이 계약 갱신을 거절하는 경우, 계약 만료일로부터 60일 전까지 구체적인  사유를 기재한 서면을 을에게 통지하여야 한다. ⑤ 을은 갑의 갱신 거절 사유가 부당하거나 사실과 다르다고 판단할 경우, 관 련 증빙서류를 첨부하여 갑에게 이의를 신청할 수 있다.  ⑥ 갑은 을의 이의 신청이 접수된 날로부터 14일 이내에 협의를 개시해야 하 며, 정당한 사유 없이 협의를 거부하거나 지연해서는 안 된다. ⑦ 을은 다음 각 호의 경우 대규모유통업거래 분쟁조정협의회에 조정을 신청할  수 있다. 1. 갑이 14일 이내에 협의를 개시하지 않는 경우 2. 갑과 을이 30일 내 합의에 도달하지 못한 경우 3. 협의 중 갑 또는 을이 중단을 선언하거나 합의가 불가능한 것이 명백한 경우","제26조 [계약의 유효기간 및 갱신] 계약 유효기간은 2025. 01. 01.부터 2027. 12. 31.까지이며, 만료 60일 전까지 변경이나 갱신 거절 의사가 없으면 자동 연장된다. ""갑""은 불공정 거래 시 갱신을 거절할 수 있고, 거절 시 60일 전까지 사유를 통지해야 한다. ""을""은 거절 사유가 부당하면 이의를 제기하고, 협의가 이루어지지 않으면 분쟁조정을 신청할 수 있다"
